name,business_status,price_level,place_id,rating,types,lat,lng,open,old_neighborhood,neighborhood,borough,pull_date,pull_datetime,pull_week
Sushi King,OPERATIONAL,NA,ChIJKYh0M5BdwokR-E4uw40hpi8,4.7,"c(""meal_delivery"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.6988059,-73.91712609999999,TRUE,"Bushwick, Brooklyn",Bushwick, Brooklyn,2020-06-18,2020-06-19T01:20:22Z,25
BK Taco Factory,OPERATIONAL,NA,ChIJNWdfvQRdwokRaAqlG0fgp70,4.7,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.699942,-73.9213547,TRUE,"Bushwick, Brooklyn",Bushwick, Brooklyn,2020-06-18,2020-06-19T01:20:22Z,25
Dock Asian Eatery,OPERATIONAL,2,ChIJU6FumT9dwokRZhtt72BTysU,4.4,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7062148,-73.9228243,TRUE,"Bushwick, Brooklyn",Bushwick, Brooklyn,2020-06-18,2020-06-19T01:20:22Z,25
Bushniwa,OPERATIONAL,NA,ChIJgzy1KGhdwokRTkAu0t_R8gw,4.5,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7039412,-73.93343329999999,TRUE,"Bushwick, Brooklyn",Bushwick, Brooklyn,2020-06-18,2020-06-19T01:20:22Z,25
Millie’s Cuban Café,OPERATIONAL,2,ChIJWSKU5hpcwokR1XSrDG5pxzM,4.5,"c(""cafe"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7004645,-73.92497519999999,TRUE,"Bushwick, Brooklyn",Bushwick, Brooklyn,2020-06-18,2020-06-19T01:20:22Z,25
Meritta's Restaurant,OPERATIONAL,2,ChIJw01M7OVjwokRFvQKVDanZS8,4.4,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.6943376,-73.7368591,TRUE,"Cambria Heights, Queens",Cambria Heights, Queens,2020-06-18,2020-06-19T01:20:22Z,25
The Millennium Restaurant and Bakery,OPERATIONAL,NA,ChIJtyrUKkRjwokRnly7Se9zyVs,4.6,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.6939277,-73.73691389999999,TRUE,"Cambria Heights, Queens",Cambria Heights, Queens,2020-06-18,2020-06-19T01:20:22Z,25
229 Linden Restaurant,OPERATIONAL,NA,ChIJmdpa8O5jwokRtuscTtjftf0,4.1,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.6925327,-73.7322109,TRUE,"Cambria Heights, Queens",Cambria Heights, Queens,2020-06-18,2020-06-19T01:20:22Z,25
Top tortillas,OPERATIONAL,NA,ChIJNwcUO3xjwokRuILxnY1Nyqw,4.4,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.6948093,-73.7384769,TRUE,"Cambria Heights, Queens",Cambria Heights, Queens,2020-06-18,2020-06-19T01:20:22Z,25
Grey Dolphin,OPERATIONAL,NA,ChIJkbgG9-VjwokRz6nHFYsrWy8,4.3,"c(""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.6939675,-73.7368206,TRUE,"Cambria Heights, Queens",Cambria Heights, Queens,2020-06-18,2020-06-19T01:20:22Z,25
Kennedy Chicken,OPERATIONAL,1,ChIJKQ9cWOFjwokRoe8XV79mBhg,4.2,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.69612499999999,-73.742795,TRUE,"Cambria Heights, Queens",Cambria Heights, Queens,2020-06-18,2020-06-19T01:20:22Z,25
St Best Jerk Spot,OPERATIONAL,1,ChIJM4qCZdxjwokRZpHSNsquoKg,4.2,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7047222,-73.7397222,TRUE,"Cambria Heights, Queens",Cambria Heights, Queens,2020-06-18,2020-06-19T01:20:22Z,25
La P'tite Baguette Shop,OPERATIONAL,1,ChIJfV718u5jwokREcFgPGENZF0,4.3,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.6923244,-73.7317537,TRUE,"Cambria Heights, Queens",Cambria Heights, Queens,2020-06-18,2020-06-19T01:20:22Z,25
Brooklyn Wing House,OPERATIONAL,NA,ChIJKwsKsJdjwokRr7AGkmN4MHc,4.1,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.6933411,-73.73381429999999,TRUE,"Cambria Heights, Queens",Cambria Heights, Queens,2020-06-18,2020-06-19T01:20:22Z,25
Golden Krust Caribbean Restaurant,OPERATIONAL,1,ChIJxYrbbqpmwokRR1m4KJ6KzZs,4,"c(""bakery"", ""restaurant"", ""food"", ""point_of_interest"", ""store"", ""establishment"")",40.690545,-73.727805,TRUE,"Cambria Heights, Queens",Cambria Heights, Queens,2020-06-18,2020-06-19T01:20:22Z,25
Kam's Kitchen,OPERATIONAL,1,ChIJU85L_eNjwokRRE_ghmPHCGQ,4,"c(""meal_delivery"", ""meal_takeaway"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.6959954,-73.7423525,TRUE,"Cambria Heights, Queens",Cambria Heights, Queens,2020-06-18,2020-06-19T01:20:22Z,25
Porto Prince Star,OPERATIONAL,1,ChIJa19I0uVjwokRYFJ0f0Sx8nY,4,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.6949231,-73.7387364,TRUE,"Cambria Heights, Queens",Cambria Heights, Queens,2020-06-18,2020-06-19T01:20:22Z,25
Be in good health,OPERATIONAL,NA,ChIJpxjdbpBlwokRrtLFpXq-hQQ,5,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.6769565,-73.74238369999999,TRUE,"Cambria Heights, Queens",Cambria Heights, Queens,2020-06-18,2020-06-19T01:20:22Z,25
Hot Pot,OPERATIONAL,1,ChIJQfxZaOFjwokRF92aVdcejpU,3.9,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.6968778,-73.7436361,TRUE,"Cambria Heights, Queens",Cambria Heights, Queens,2020-06-18,2020-06-19T01:20:22Z,25
T & G Flavors,OPERATIONAL,NA,ChIJnYJD4e5jwokRHGIUqmG9XMo,3.9,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.69309,-73.732779,TRUE,"Cambria Heights, Queens",Cambria Heights, Queens,2020-06-18,2020-06-19T01:20:22Z,25
Seafood Kingz Inc,OPERATIONAL,2,ChIJITGavun1wokRVm2gzL2pQJE,4.5,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.696216,-73.746774,TRUE,"Cambria Heights, Queens",Cambria Heights, Queens,2020-06-18,2020-06-19T01:20:22Z,25
Happy House,OPERATIONAL,1,ChIJ1x1sQuFjwokRtaY0WXoBPig,3.9,"c(""meal_delivery"", ""meal_takeaway"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.6967882,-73.74366400000001,TRUE,"Cambria Heights, Queens",Cambria Heights, Queens,2020-06-18,2020-06-19T01:20:22Z,25
D ROTI HUT,OPERATIONAL,NA,ChIJiUwz33ZhwokRw9cm7WCphoA,5,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.714639,-73.752262,TRUE,"Cambria Heights, Queens",Cambria Heights, Queens,2020-06-18,2020-06-19T01:20:22Z,25
Brasserie Creole,OPERATIONAL,2,ChIJ1dodEO9jwokRjO11My-EqrM,3.8,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.692997,-73.7339421,TRUE,"Cambria Heights, Queens",Cambria Heights, Queens,2020-06-18,2020-06-19T01:20:22Z,25
Creole Fusion Haitian American Cuisine,OPERATIONAL,NA,ChIJ1e2GidtjwokRSkAk0ryK2CM,4.3,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.705644,-73.74004699999999,TRUE,"Cambria Heights, Queens",Cambria Heights, Queens,2020-06-18,2020-06-19T01:20:22Z,25
SYEN GRILL,OPERATIONAL,NA,ChIJnUrt8lhhwokRR1W_vzKlQ-I,4.9,"c(""meal_delivery"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.705909,-73.757503,TRUE,"Cambria Heights, Queens",Cambria Heights, Queens,2020-06-18,2020-06-19T01:20:22Z,25
New Great Dragon,CLOSED_TEMPORARILY,2,ChIJw3vZiuVjwokR1BVRtON890I,3.7,"c(""meal_delivery"", ""meal_takeaway"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.6937469,-73.73618549999999,FALSE,"Cambria Heights, Queens",Cambria Heights, Queens,2020-06-18,2020-06-19T01:20:22Z,25
Detoxx Bar,OPERATIONAL,2,ChIJMWzmr-1jwokRnGW1Ex4ewLw,4.4,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.6905578,-73.72778339999999,TRUE,"Cambria Heights, Queens",Cambria Heights, Queens,2020-06-18,2020-06-19T01:20:22Z,25
Lucky Star,OPERATIONAL,1,ChIJG99VBeJjwokRjYi3fYcx1FQ,4.2,"c(""meal_delivery"", ""meal_takeaway"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.6960472,-73.74713059999999,TRUE,"Cambria Heights, Queens",Cambria Heights, Queens,2020-06-18,2020-06-19T01:20:22Z,25
Lucky Grill Restaurant & Sweets NY,OPERATIONAL,NA,ChIJh0PScUhjwokRFn40wyip5CI,4.9,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7176868,-73.7392124,TRUE,"Cambria Heights, Queens",Cambria Heights, Queens,2020-06-18,2020-06-19T01:20:22Z,25
O G's,OPERATIONAL,1,ChIJzUhuCuJjwokR7LW0iKs3Oso,4,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.6959364,-73.7475673,TRUE,"Cambria Heights, Queens",Cambria Heights, Queens,2020-06-18,2020-06-19T01:20:22Z,25
New Little Rabbit,OPERATIONAL,1,ChIJXQG4LuRjwokRsHL9_rk-UI4,3.6,"c(""meal_delivery"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.69519469999999,-73.73954839999999,TRUE,"Cambria Heights, Queens",Cambria Heights, Queens,2020-06-18,2020-06-19T01:20:22Z,25
My Favored Chinese Restaurant,OPERATIONAL,NA,ChIJwZs3WeFjwokRwpXvh4IJrl0,0,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.696278,-73.742963,TRUE,"Cambria Heights, Queens",Cambria Heights, Queens,2020-06-18,2020-06-19T01:20:22Z,25
Raine's Fusion,OPERATIONAL,NA,ChIJqWA4IuJjwokR-g4GH-cAgqQ,0,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.696138,-73.74618699999999,TRUE,"Cambria Heights, Queens",Cambria Heights, Queens,2020-06-18,2020-06-19T01:20:22Z,25
Greydolphin restaurant and lounge,OPERATIONAL,NA,ChIJOTyifSFjwokRn7FPw3XSH1A,0,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.693769,-73.738123,TRUE,"Cambria Heights, Queens",Cambria Heights, Queens,2020-06-18,2020-06-19T01:20:22Z,25
Guggin Cafe and Grill,CLOSED_TEMPORARILY,NA,ChIJAxBQWfJjwokRKkSxglmGkl8,4.6,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.6898465,-73.72223389999999,FALSE,"Cambria Heights, Queens",Cambria Heights, Queens,2020-06-18,2020-06-19T01:20:22Z,25
Irie Vibes,OPERATIONAL,NA,ChIJkTGN1wxjwokRH_fkTwThSB8,5,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.6968788,-73.74365999999999,TRUE,"Cambria Heights, Queens",Cambria Heights, Queens,2020-06-18,2020-06-19T01:20:22Z,25
Braz Ritz Creole,OPERATIONAL,NA,ChIJl-OuEO9jwokRXO82C5TJvvc,2.3,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.693167,-73.7338415,TRUE,"Cambria Heights, Queens",Cambria Heights, Queens,2020-06-18,2020-06-19T01:20:22Z,25
Dunkin',OPERATIONAL,1,ChIJ0QYOY-FjwokRP3V5C5VSyZw,4,"c(""bakery"", ""meal_takeaway"", ""cafe"", ""restaurant"", ""food"", ""point_of_interest"", ""store"", ""establishment"")",40.6965914,-73.74404559999999,TRUE,"Cambria Heights, Queens",Cambria Heights, Queens,2020-06-18,2020-06-19T01:20:22Z,25
McDonald's,OPERATIONAL,1,ChIJ8TkuXuFjwokRBX2AiECzqHQ,3.6,"c(""cafe"", ""restaurant"", ""food"", ""point_of_interest"", ""store"", ""establishment"")",40.6966269,-73.7430763,TRUE,"Cambria Heights, Queens",Cambria Heights, Queens,2020-06-18,2020-06-19T01:20:22Z,25
Pizza Manna,OPERATIONAL,NA,ChIJj773cPFhwokRjHa0kp87Qtk,4.5,"c(""meal_delivery"", ""meal_takeaway"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.69489,-73.751559,TRUE,"Cambria Heights, Queens",Cambria Heights, Queens,2020-06-18,2020-06-19T01:20:22Z,25
Yummy Kitchen,OPERATIONAL,NA,ChIJCZlDiKdjwokR-966WFhUQ94,4.3,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.6962258,-73.7429579,TRUE,"Cambria Heights, Queens",Cambria Heights, Queens,2020-06-18,2020-06-19T01:20:22Z,25
Jerk Hut Express,OPERATIONAL,1,ChIJc5mL6ZJjwokRAfLCOXSlgmI,3.9,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.6905362,-73.72453019999999,TRUE,"Cambria Heights, Queens",Cambria Heights, Queens,2020-06-18,2020-06-19T01:20:22Z,25
Town & Country,OPERATIONAL,NA,ChIJD6ladlBhwokRSzE7Yr-l4O8,4.7,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.6931015,-73.7575775,TRUE,"Cambria Heights, Queens",Cambria Heights, Queens,2020-06-18,2020-06-19T01:20:22Z,25
A LIVE KITCHEN,OPERATIONAL,NA,ChIJlwIB8OdlwokRIirimoIbKtw,4.5,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.6766398,-73.74259359999999,TRUE,"Cambria Heights, Queens",Cambria Heights, Queens,2020-06-18,2020-06-19T01:20:22Z,25
Kanto Grill,OPERATIONAL,NA,ChIJlWv9i9NjwokRy4iO1n5yJCo,4.7,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.717155,-73.741573,TRUE,"Cambria Heights, Queens",Cambria Heights, Queens,2020-06-18,2020-06-19T01:20:22Z,25
J&S Pizza Restaurant,OPERATIONAL,NA,ChIJV7gRhgtkwokRwa7ZEgM0xxo,4.6,"c(""meal_delivery"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.6743742,-73.7278654,TRUE,"Cambria Heights, Queens",Cambria Heights, Queens,2020-06-18,2020-06-19T01:20:22Z,25
D&D Diner Coffee Shop Pollos A La Brasa Spanish & American Food,OPERATIONAL,NA,ChIJxX-XWJJjwokRpsikP_OOKwQ,4.4,"c(""restaurant"", ""cafe"", ""food"", ""point_of_interest"", ""store"", ""establishment"")",40.6895698,-73.72118929999999,TRUE,"Cambria Heights, Queens",Cambria Heights, Queens,2020-06-18,2020-06-19T01:20:22Z,25
Fishnet,OPERATIONAL,1,ChIJzV20xk9hwokR4hatACD_nDE,4.5,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.6922163,-73.7608067,TRUE,"Cambria Heights, Queens",Cambria Heights, Queens,2020-06-18,2020-06-19T01:20:22Z,25
ADDY'S BBQ,OPERATIONAL,2,ChIJu47ysZNjwokR-_RrRU05pMs,4.5,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.6906331,-73.7205017,TRUE,"Cambria Heights, Queens",Cambria Heights, Queens,2020-06-18,2020-06-19T01:20:22Z,25
Little Frankie pizza,OPERATIONAL,NA,ChIJQXROWXljwokRWry2iQBSieA,5,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.6959343,-73.7476274,TRUE,"Cambria Heights, Queens",Cambria Heights, Queens,2020-06-18,2020-06-19T01:20:22Z,25
Urban Gourmet Delicatessen,OPERATIONAL,NA,ChIJsTL8pQ5kwokRZNpXKl1X9zk,4.5,"c(""restaurant"", ""food"", ""point_of_interest"", ""store"", ""establishment"")",40.6738495,-73.7305137,TRUE,"Cambria Heights, Queens",Cambria Heights, Queens,2020-06-18,2020-06-19T01:20:22Z,25
Jamaica Breeze,OPERATIONAL,2,ChIJZffawgVkwokRlQ_-9W3yF5g,4.3,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.6749639,-73.73776389999999,TRUE,"Cambria Heights, Queens",Cambria Heights, Queens,2020-06-18,2020-06-19T01:20:22Z,25
CHINA WOK,OPERATIONAL,1,ChIJxRe0BllhwokRf9L8Pw0KoGY,3.9,"c(""meal_delivery"", ""meal_takeaway"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.694985,-73.7510868,TRUE,"Cambria Heights, Queens",Cambria Heights, Queens,2020-06-18,2020-06-19T01:20:22Z,25
Caribbean Soul Rooftop Restaurant & Lounge,OPERATIONAL,2,ChIJJwFYXw9kwokRlIIomuKFEb8,4.3,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.6741995,-73.73609189999999,TRUE,"Cambria Heights, Queens",Cambria Heights, Queens,2020-06-18,2020-06-19T01:20:22Z,25
Yardies Jerk,OPERATIONAL,1,ChIJYfwqi1lhwokRaADdBlp_Hgo,4.1,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.6939676,-73.75349489999999,TRUE,"Cambria Heights, Queens",Cambria Heights, Queens,2020-06-18,2020-06-19T01:20:22Z,25
Island Taste,OPERATIONAL,2,ChIJTTBsqA5kwokR4z5Q2FL4XPU,4,"c(""night_club"", ""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.6738847,-73.7302447,TRUE,"Cambria Heights, Queens",Cambria Heights, Queens,2020-06-18,2020-06-19T01:20:22Z,25
Latty's Healthy Eaters,OPERATIONAL,1,ChIJndMMjllhwokRPPS2yZHjp1c,4.1,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.69404979999999,-73.75289149999999,TRUE,"Cambria Heights, Queens",Cambria Heights, Queens,2020-06-18,2020-06-19T01:20:22Z,25
Social Corner Restaurant,OPERATIONAL,2,ChIJDd15AwxkwokR0FHXwBaW4Q4,4.2,"c(""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.673912,-73.729809,TRUE,"Cambria Heights, Queens",Cambria Heights, Queens,2020-06-18,2020-06-19T01:20:22Z,25
Golden Krust Caribbean Restaurant,OPERATIONAL,1,ChIJxYrbbqpmwokR-QrLMYNPswE,4.1,"c(""bakery"", ""restaurant"", ""food"", ""point_of_interest"", ""store"", ""establishment"")",40.675856,-73.740338,TRUE,"Cambria Heights, Queens",Cambria Heights, Queens,2020-06-18,2020-06-19T01:20:22Z,25
Sandz Bar & Grill,OPERATIONAL,2,ChIJUX2cZw9kwokRM7dXJ38p2rM,4.3,"c(""restaurant"", ""bar"", ""food"", ""point_of_interest"", ""establishment"")",40.6739185,-73.73544559999999,TRUE,"Cambria Heights, Queens",Cambria Heights, Queens,2020-06-18,2020-06-19T01:20:22Z,25
I Crown & Portland Jerk Pit,OPERATIONAL,NA,ChIJc3-6idtjwokRkmmzyFaI-pQ,0,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.705644,-73.74004699999999,TRUE,"Cambria Heights, Queens",Cambria Heights, Queens,2020-06-18,2020-06-19T01:20:22Z,25
Step One,OPERATIONAL,1,ChIJ__9PpgZkwokR-VSgXgJuJ9g,4.3,"c(""night_club"", ""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.67606490000001,-73.7410897,TRUE,"Cambria Heights, Queens",Cambria Heights, Queens,2020-06-18,2020-06-19T01:20:22Z,25
Halal Bros Grill,OPERATIONAL,1,ChIJBUeFkhVlwokRtJ9RxQhifKg,4.8,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.6653656,-73.7308445,TRUE,"Cambria Heights, Queens",Cambria Heights, Queens,2020-06-18,2020-06-19T01:20:22Z,25
Kelly D,OPERATIONAL,NA,ChIJlQiZoQFkwokR1cS0xE2UDAw,4.3,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.67795,-73.7450999,TRUE,"Cambria Heights, Queens",Cambria Heights, Queens,2020-06-18,2020-06-19T01:20:22Z,25
Verdure Inc,OPERATIONAL,NA,ChIJR5pnRMJdwokRHLgR4vOthlg,4.8,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.6343469,-73.91406409999999,TRUE,"Canarsie, Brooklyn",Canarsie, Brooklyn,2020-06-18,2020-06-19T01:20:22Z,25
Richard's Restaurant and Bar,OPERATIONAL,NA,ChIJxdWOpdtcwokRGyptGswo5Ls,4.5,"c(""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.6372333,-73.89727599999999,TRUE,"Canarsie, Brooklyn",Canarsie, Brooklyn,2020-06-18,2020-06-19T01:20:22Z,25
Original Pizza,OPERATIONAL,1,ChIJTR76lNtcwokRh-ITxr2uBnE,4.4,"c(""meal_delivery"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.6378419,-73.8963619,TRUE,"Canarsie, Brooklyn",Canarsie, Brooklyn,2020-06-18,2020-06-19T01:20:22Z,25
de Islands,OPERATIONAL,1,ChIJnd_P-sdcwokRTDgR9lxe4No,4.2,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.6366972,-73.9117917,TRUE,"Canarsie, Brooklyn",Canarsie, Brooklyn,2020-06-18,2020-06-19T01:20:22Z,25
Yard with Style,OPERATIONAL,1,ChIJhzI6NeFcwokRPCTy8QEWJ4Y,3.9,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.64722769999999,-73.89473380000001,TRUE,"Canarsie, Brooklyn",Canarsie, Brooklyn,2020-06-18,2020-06-19T01:20:22Z,25
Ghetto Shack Restaurant,OPERATIONAL,NA,ChIJq6opqttcwokRCFiQS-v446M,4.7,"c(""meal_delivery"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.6369485,-73.8976117,TRUE,"Canarsie, Brooklyn",Canarsie, Brooklyn,2020-06-18,2020-06-19T01:20:22Z,25
Long Won,OPERATIONAL,1,ChIJ72VrQNlcwokRmlh16QO60SY,4.2,"c(""meal_delivery"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.637318,-73.89333839999999,TRUE,"Canarsie, Brooklyn",Canarsie, Brooklyn,2020-06-18,2020-06-19T01:20:22Z,25
Falafel Spot,OPERATIONAL,1,ChIJs21o0LtcwokR4FuEWpPDOJk,4.8,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.6401341,-73.91918869999999,TRUE,"Canarsie, Brooklyn",Canarsie, Brooklyn,2020-06-18,2020-06-19T01:20:22Z,25
Stop & Chill,OPERATIONAL,NA,ChIJ05f_BsBcwokRH7HD9mWbBAs,4.7,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.6456895,-73.9122874,TRUE,"Canarsie, Brooklyn",Canarsie, Brooklyn,2020-06-18,2020-06-19T01:20:22Z,25
Sarku Japan,CLOSED_TEMPORARILY,1,ChIJrczojuJcwokRc0w226y65Jk,4.2,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.6506514,-73.889813,FALSE,"Canarsie, Brooklyn",Canarsie, Brooklyn,2020-06-18,2020-06-19T01:20:22Z,25
Twisted Rootz,OPERATIONAL,1,ChIJw8FrlbdcwokR86ZjgUUgIzE,4.6,"c(""meal_delivery"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.635336,-73.914046,TRUE,"Canarsie, Brooklyn",Canarsie, Brooklyn,2020-06-18,2020-06-19T01:20:22Z,25
Mandeville's Cuisine Inc,OPERATIONAL,NA,ChIJyQztPelcwokRg7QHFE5ZOLY,4.5,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.6488259,-73.9046688,TRUE,"Canarsie, Brooklyn",Canarsie, Brooklyn,2020-06-18,2020-06-19T01:20:22Z,25
Good Friend Woo,OPERATIONAL,NA,ChIJ6eWq7ttcwokRxs-XQHnIePA,4.2,"c(""meal_delivery"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.6380388,-73.8960465,TRUE,"Canarsie, Brooklyn",Canarsie, Brooklyn,2020-06-18,2020-06-19T01:20:22Z,25
Eastern,OPERATIONAL,NA,ChIJY9-KD9lcwokRX_bqlmgSoig,4.1,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.63667119999999,-73.8922331,TRUE,"Canarsie, Brooklyn",Canarsie, Brooklyn,2020-06-18,2020-06-19T01:20:22Z,25
Bamboo Garden,OPERATIONAL,2,ChIJSTkEl9tcwokRk0xakFhvxtE,3.8,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.6378248,-73.89689,TRUE,"Canarsie, Brooklyn",Canarsie, Brooklyn,2020-06-18,2020-06-19T01:20:22Z,25
New Food King,OPERATIONAL,NA,ChIJoUVCocJcwokR5efV4EvWb20,4.1,"c(""meal_delivery"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.6444933,-73.9018019,TRUE,"Canarsie, Brooklyn",Canarsie, Brooklyn,2020-06-18,2020-06-19T01:20:22Z,25
Tasty Delicious,OPERATIONAL,NA,ChIJDdXPOehcwokRhkVqpY37HHQ,4.1,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.6458865,-73.9029707,TRUE,"Canarsie, Brooklyn",Canarsie, Brooklyn,2020-06-18,2020-06-19T01:20:22Z,25
Ceci's,OPERATIONAL,1,ChIJn_YK4_tcwokR8ZcJ1LylNSQ,4.2,"c(""meal_delivery"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.658417,-73.895741,TRUE,"Canarsie, Brooklyn",Canarsie, Brooklyn,2020-06-18,2020-06-19T01:20:22Z,25
Yummy Yummy,OPERATIONAL,1,ChIJ2Wk8rulcwokRwsCzWhTka5E,3.9,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.646952,-73.903988,TRUE,"Canarsie, Brooklyn",Canarsie, Brooklyn,2020-06-18,2020-06-19T01:20:22Z,25
China Wok,OPERATIONAL,1,ChIJtTflkMFcwokRao3xR1H1L00,4.4,"c(""meal_delivery"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.6437487,-73.9075551,TRUE,"Canarsie, Brooklyn",Canarsie, Brooklyn,2020-06-18,2020-06-19T01:20:22Z,25
Fisherman's Cove,OPERATIONAL,1,ChIJZXrVJehcwokRCKFPc0CcUL8,3.9,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.6451077,-73.9027485,TRUE,"Canarsie, Brooklyn",Canarsie, Brooklyn,2020-06-18,2020-06-19T01:20:22Z,25
Frank's Pizza,OPERATIONAL,1,ChIJT2gD_LdcwokR-f-r-Gmd0yo,4.3,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.636112,-73.912821,TRUE,"Canarsie, Brooklyn",Canarsie, Brooklyn,2020-06-18,2020-06-19T01:20:22Z,25
Delicious,OPERATIONAL,NA,ChIJqcb0GN1cwokR83aL8BgWi_k,4,"c(""meal_delivery"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.6421041,-73.8993323,TRUE,"Canarsie, Brooklyn",Canarsie, Brooklyn,2020-06-18,2020-06-19T01:20:22Z,25
