name,business_status,price_level,place_id,rating,types,lat,lng,open,old_neighborhood,neighborhood,borough,pull_date,pull_datetime,pull_week
Domenick's Pizzeria,OPERATIONAL,NA,ChIJKfbnSlvzwokRj2z9pcPfll8,4.3,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8657154,-73.85807679999999,TRUE,"Allerton, Bronx",Allerton, Bronx,2020-06-08,2020-06-08T20:37:32Z,23
Chef King,OPERATIONAL,1,ChIJmZuN1UTzwokRTXhq8nJdTBk,4.1,"c(""meal_delivery"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8656417,-73.85665279999999,TRUE,"Allerton, Bronx",Allerton, Bronx,2020-06-08,2020-06-08T20:37:32Z,23
Venezia Pizzeria,OPERATIONAL,NA,ChIJI1eljFnzwokRujT5Gex6xFc,4.6,"c(""meal_delivery"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.859889,-73.855186,TRUE,"Allerton, Bronx",Allerton, Bronx,2020-06-08,2020-06-08T20:37:32Z,23
Cosinita,OPERATIONAL,NA,ChIJ2bKPiGDzwokRaVDTNwpGvv8,4.3,"c(""meal_delivery"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.85945710000001,-73.8662217,TRUE,"Allerton, Bronx",Allerton, Bronx,2020-06-08,2020-06-08T20:37:32Z,23
Li's Kitchen,CLOSED_TEMPORARILY,1,ChIJIwotclvzwokRXRlPXMNMG10,4.2,"c(""meal_delivery"", ""meal_takeaway"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8634811,-73.85857639999999,FALSE,"Allerton, Bronx",Allerton, Bronx,2020-06-08,2020-06-08T20:37:32Z,23
White Castle,OPERATIONAL,1,ChIJzVAe2FzzwokR38h1ZOp2knk,4.1,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8660524,-73.8621746,TRUE,"Allerton, Bronx",Allerton, Bronx,2020-06-08,2020-06-08T20:37:32Z,23
Bella Napoli Pizza & Pasta,OPERATIONAL,NA,ChIJ1cDCRF3zwokR65D9PvIPq_Y,4,"c(""meal_delivery"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.865699,-73.864609,TRUE,"Allerton, Bronx",Allerton, Bronx,2020-06-08,2020-06-08T20:37:32Z,23
Dukagjini Burek,OPERATIONAL,1,ChIJ53KeKqD0wokRA9WzdrY4UGU,4.7,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8543404,-73.8654543,TRUE,"Allerton, Bronx",Allerton, Bronx,2020-06-08,2020-06-08T20:37:32Z,23
Cemitas Puebla,OPERATIONAL,NA,ChIJF8hAtGfzwokRmBLLD-LSWtY,4,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8655649,-73.8681,TRUE,"Allerton, Bronx",Allerton, Bronx,2020-06-08,2020-06-08T20:37:32Z,23
Kennedy Fried Chicken,OPERATIONAL,NA,ChIJVU6bsGfzwokRmXL4_fcgRb0,4.2,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8652525,-73.86766709999999,TRUE,"Allerton, Bronx",Allerton, Bronx,2020-06-08,2020-06-08T20:37:32Z,23
El Rincón de Mexico,OPERATIONAL,NA,ChIJF6QtDLTzwokRuubdBmHTAVM,4.4,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8594002,-73.86624499999999,TRUE,"Allerton, Bronx",Allerton, Bronx,2020-06-08,2020-06-08T20:37:32Z,23
Feroza's Roti,OPERATIONAL,1,ChIJUXes9mnzwokRqbmpmk_AypQ,4.5,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.871414,-73.866486,TRUE,"Allerton, Bronx",Allerton, Bronx,2020-06-08,2020-06-08T20:37:32Z,23
Popeyes Louisiana Kitchen,OPERATIONAL,1,ChIJaYcMOUPzwokRQShsP27c1rQ,4,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8667909,-73.8613178,TRUE,"Allerton, Bronx",Allerton, Bronx,2020-06-08,2020-06-08T20:37:32Z,23
Empanadas monumental,OPERATIONAL,1,ChIJEx_jYF3zwokRIf6H2-sP83M,4.1,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8652192,-73.86519369999999,TRUE,"Allerton, Bronx",Allerton, Bronx,2020-06-08,2020-06-08T20:37:32Z,23
Sweet Breez,OPERATIONAL,NA,ChIJV2FWOvHzwokR9hVut5dUM3E,4.1,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.86758469999999,-73.8674944,TRUE,"Allerton, Bronx",Allerton, Bronx,2020-06-08,2020-06-08T20:37:32Z,23
Tacos El Bronco 2,OPERATIONAL,1,ChIJA8H7p5_0wokRex3wNmn4Kds,4.7,"c(""meal_delivery"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8545968,-73.86759339999999,TRUE,"Allerton, Bronx",Allerton, Bronx,2020-06-08,2020-06-08T20:37:32Z,23
McDonald's,OPERATIONAL,1,ChIJQ1oOEWfzwokRJYMgI5paA6U,3.9,"c(""cafe"", ""restaurant"", ""food"", ""point_of_interest"", ""store"", ""establishment"")",40.8640265,-73.8670626,TRUE,"Allerton, Bronx",Allerton, Bronx,2020-06-08,2020-06-08T20:37:32Z,23
John & Joe's Pizzeria and Restaurant,OPERATIONAL,NA,ChIJLc1b4871wokRfsjAm_SYNf0,4.4,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8545641,-73.8659036,TRUE,"Allerton, Bronx",Allerton, Bronx,2020-06-08,2020-06-08T20:37:32Z,23
Happy Garden,OPERATIONAL,1,ChIJk0Q_xlvzwokRGWt40Uohy8A,4.1,"c(""meal_delivery"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8615656,-73.8573773,TRUE,"Allerton, Bronx",Allerton, Bronx,2020-06-08,2020-06-08T20:37:32Z,23
SOFRA - Albanian & Greek Cuisine,OPERATIONAL,NA,ChIJp2jh7Kf0wokRe0GlbyXwdtw,4.7,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8544975,-73.8550265,TRUE,"Allerton, Bronx",Allerton, Bronx,2020-06-08,2020-06-08T20:37:32Z,23
La Parranda,CLOSED_TEMPORARILY,NA,ChIJB3MXwmfzwokRVlzDpWGcDQc,4,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.865955,-73.867064,FALSE,"Allerton, Bronx",Allerton, Bronx,2020-06-08,2020-06-08T20:37:32Z,23
Ganzo Flower,OPERATIONAL,NA,ChIJJTNbMmDzwokRAkAfUH-H42A,4.5,"c(""restaurant"", ""florist"", ""grocery_or_supermarket"", ""food"", ""point_of_interest"", ""store"", ""establishment"")",40.8580049,-73.8678644,TRUE,"Allerton, Bronx",Allerton, Bronx,2020-06-08,2020-06-08T20:37:32Z,23
Steven Restaurant,OPERATIONAL,2,ChIJnWOcNGDzwokRJlcT_yukyhM,3.9,"c(""meal_delivery"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.858492,-73.8681398,TRUE,"Allerton, Bronx",Allerton, Bronx,2020-06-08,2020-06-08T20:37:32Z,23
Three Boys From Italy,OPERATIONAL,2,ChIJnYIq82nzwokR-l-Zz1uitPM,4.5,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8712332,-73.86686519999999,TRUE,"Allerton, Bronx",Allerton, Bronx,2020-06-08,2020-06-08T20:37:32Z,23
Side By Side Pizza,OPERATIONAL,1,ChIJs9iSL17zwokRXZQ3VveVk84,4.1,"c(""meal_delivery"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8597231,-73.8648884,TRUE,"Allerton, Bronx",Allerton, Bronx,2020-06-08,2020-06-08T20:37:32Z,23
Enzo's Of Williamsbridge,CLOSED_TEMPORARILY,2,ChIJm0wf5qf0wokR8wUD2sL-fIA,4.6,"c(""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8541924,-73.8540129,FALSE,"Allerton, Bronx",Allerton, Bronx,2020-06-08,2020-06-08T20:37:32Z,23
Pelham Pizza,OPERATIONAL,NA,ChIJ01DiSmDzwokRpcwmzwabEJc,4.1,"c(""meal_delivery"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8585523,-73.8682449,TRUE,"Allerton, Bronx",Allerton, Bronx,2020-06-08,2020-06-08T20:37:32Z,23
Santos Fish Market,OPERATIONAL,1,ChIJm9VrbmjzwokRmS8oHa4NPLM,3.9,"c(""grocery_or_supermarket"", ""restaurant"", ""food"", ""point_of_interest"", ""store"", ""establishment"")",40.8676206,-73.8675421,TRUE,"Allerton, Bronx",Allerton, Bronx,2020-06-08,2020-06-08T20:37:32Z,23
Halal Chandni chowk,OPERATIONAL,NA,ChIJ_eBkxlzzwokRNKCFOm8a1mY,4.2,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8653005,-73.8613343,TRUE,"Allerton, Bronx",Allerton, Bronx,2020-06-08,2020-06-08T20:37:32Z,23
Top Choice,OPERATIONAL,NA,ChIJkZNNeJ_0wokRT864JPWhuCg,4.1,"c(""meal_delivery"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8543465,-73.866033,TRUE,"Allerton, Bronx",Allerton, Bronx,2020-06-08,2020-06-08T20:37:32Z,23
Number 8,CLOSED_TEMPORARILY,1,ChIJxQJ0gHj0wokRQlFB8StWV_I,3.9,"c(""meal_delivery"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8585167,-73.86816879999999,FALSE,"Allerton, Bronx",Allerton, Bronx,2020-06-08,2020-06-08T20:37:32Z,23
Kennedy Chicken & Sandwichs,OPERATIONAL,1,ChIJH3uloJ_0wokRV_Hhv0Vdq0g,4.3,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8545897,-73.8672273,TRUE,"Allerton, Bronx",Allerton, Bronx,2020-06-08,2020-06-08T20:37:32Z,23
Lash West Indian & American Cuisine,OPERATIONAL,1,ChIJObNTKELzwokRMsRELncOw_c,4.1,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.871159,-73.86319499999999,TRUE,"Allerton, Bronx",Allerton, Bronx,2020-06-08,2020-06-08T20:37:32Z,23
Imperial Cafe,OPERATIONAL,NA,ChIJ1bkbZVjzwokRXcCgxnm7Xps,4,"c(""restaurant"", ""meal_delivery"", ""food"", ""point_of_interest"", ""store"", ""establishment"")",40.856153,-73.856016,TRUE,"Allerton, Bronx",Allerton, Bronx,2020-06-08,2020-06-08T20:37:32Z,23
EZ Grill NYC,OPERATIONAL,1,ChIJ49MlNKD0wokRAZEf6-NfnDI,4.4,"c(""meal_delivery"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.854301,-73.864142,TRUE,"Allerton, Bronx",Allerton, Bronx,2020-06-08,2020-06-08T20:37:32Z,23
The Sanz Banquet Room,OPERATIONAL,NA,ChIJxQv7s-_zwokRSH2ACvk4fGk,2.7,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8657832,-73.8628986,TRUE,"Allerton, Bronx",Allerton, Bronx,2020-06-08,2020-06-08T20:37:32Z,23
Pasta Pasta,OPERATIONAL,2,ChIJO_oK86f0wokRG_C8AgOw9Jg,4.4,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8547872,-73.8552074,TRUE,"Allerton, Bronx",Allerton, Bronx,2020-06-08,2020-06-08T20:37:32Z,23
Golden Eagle Diner,OPERATIONAL,1,ChIJj5jadljzwokRDePL_6gyzgk,4,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.85558049999999,-73.85572619999999,TRUE,"Allerton, Bronx",Allerton, Bronx,2020-06-08,2020-06-08T20:37:32Z,23
Mr Q's,OPERATIONAL,2,ChIJsQHucFjzwokRFbvO6OH6UUI,4.1,"c(""meal_delivery"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8557802,-73.8558213,TRUE,"Allerton, Bronx",Allerton, Bronx,2020-06-08,2020-06-08T20:37:32Z,23
Golden Krust Caribbean Restaurant,OPERATIONAL,1,ChIJLVnBw2fzwokRwNEUXmoo8FA,3.7,"c(""bakery"", ""restaurant"", ""food"", ""point_of_interest"", ""store"", ""establishment"")",40.866028,-73.867134,TRUE,"Allerton, Bronx",Allerton, Bronx,2020-06-08,2020-06-08T20:37:32Z,23
Kiraku Japanese Restaurant,CLOSED_TEMPORARILY,2,ChIJb8Jm2Kf0wokRH-aNT2PHVR0,4.5,"c(""meal_delivery"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.853466,-73.8534395,FALSE,"Allerton, Bronx",Allerton, Bronx,2020-06-08,2020-06-08T20:37:32Z,23
Sorrento's Pizzeria Restaurant,OPERATIONAL,1,ChIJu2QZ5af0wokR5tiRciA2bbY,4.5,"c(""meal_delivery"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8544679,-73.8543857,TRUE,"Allerton, Bronx",Allerton, Bronx,2020-06-08,2020-06-08T20:37:32Z,23
Fresh Tortillas,OPERATIONAL,NA,ChIJ96ADcFjzwokR_HHJMEBZ5is,4,"c(""meal_delivery"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8559732,-73.8558419,TRUE,"Allerton, Bronx",Allerton, Bronx,2020-06-08,2020-06-08T20:37:32Z,23
Rainbow Diner,OPERATIONAL,1,ChIJKaum2p_0wokRug2VMqQJuXQ,4.1,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8562945,-73.86788729999999,TRUE,"Allerton, Bronx",Allerton, Bronx,2020-06-08,2020-06-08T20:37:32Z,23
Harry Sweets & Snacks,OPERATIONAL,NA,ChIJswM6yHpjwokRkrtm8R9vUsA,5,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7422777,-73.72167189999999,TRUE,"Alley Pond Park, Queens",Alley Pond Park, Queens,2020-06-08,2020-06-08T20:37:32Z,23
AFRIDI Halal Food,OPERATIONAL,1,ChIJ_QzfnOeJwokRMTGrR8x3xsE,4.9,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7652027,-73.7252316,TRUE,"Alley Pond Park, Queens",Alley Pond Park, Queens,2020-06-08,2020-06-08T20:37:32Z,23
Staunton's Bar & Restaurant,CLOSED_TEMPORARILY,1,ChIJr-pmSidiwokRynKcBmVCJdY,4.6,"c(""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7361111,-73.7463889,FALSE,"Alley Pond Park, Queens",Alley Pond Park, Queens,2020-06-08,2020-06-08T20:37:32Z,23
Cara Mia Restaurant,OPERATIONAL,2,ChIJBRDEHCZiwokRX6ZWp8epudc,4.7,"c(""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7303649,-73.7429789,TRUE,"Alley Pond Park, Queens",Alley Pond Park, Queens,2020-06-08,2020-06-08T20:37:32Z,23
Majlis Restaurant & Lounge,OPERATIONAL,2,ChIJiU29gmxiwokRPVeV8EigqQM,4.5,"c(""cafe"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7426898,-73.7219959,TRUE,"Alley Pond Park, Queens",Alley Pond Park, Queens,2020-06-08,2020-06-08T20:37:32Z,23
Hot Peppers,OPERATIONAL,1,ChIJpfZfMkBjwokR6JuGvzoChw4,4.6,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.73646,-73.7469081,TRUE,"Alley Pond Park, Queens",Alley Pond Park, Queens,2020-06-08,2020-06-08T20:37:32Z,23
Sevan,OPERATIONAL,2,ChIJPTMN3-1hwokRR2rMLbEzscE,4.5,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7480333,-73.76128059999999,TRUE,"Alley Pond Park, Queens",Alley Pond Park, Queens,2020-06-08,2020-06-08T20:37:32Z,23
Osaka,OPERATIONAL,2,ChIJyf5kzCBiwokRyHZENWr0ENs,4.2,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7361745,-73.7458884,TRUE,"Alley Pond Park, Queens",Alley Pond Park, Queens,2020-06-08,2020-06-08T20:37:32Z,23
Prima Pizza,OPERATIONAL,NA,ChIJ73zxZOpjwokRExmsj9sqgAk,4.6,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.728186,-73.7356641,TRUE,"Alley Pond Park, Queens",Alley Pond Park, Queens,2020-06-08,2020-06-08T20:37:32Z,23
Rice & Beans Restaurant,OPERATIONAL,1,ChIJKZW-HK9mwokRQyLSJV0W4uU,4.5,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7256838,-73.74010520000002,TRUE,"Alley Pond Park, Queens",Alley Pond Park, Queens,2020-06-08,2020-06-08T20:37:32Z,23
BBQ MEAT SHOP,OPERATIONAL,1,ChIJr8fKujdiwokRhXzGPX73n_g,4.6,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.726422,-73.72654940000001,TRUE,"Alley Pond Park, Queens",Alley Pond Park, Queens,2020-06-08,2020-06-08T20:37:32Z,23
Wild Basil,OPERATIONAL,NA,ChIJv8O4dsNjwokRS65-0CKSQdY,4.2,"c(""meal_delivery"", ""meal_takeaway"", ""restaurant"", ""food"", ""point_of_interest"", ""store"", ""establishment"")",40.7355918,-73.7466287,TRUE,"Alley Pond Park, Queens",Alley Pond Park, Queens,2020-06-08,2020-06-08T20:37:32Z,23
Nancy's,OPERATIONAL,2,ChIJ18Gp7VpiwokRQoNxRqZCy3o,4.5,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7277778,-73.70888889999999,TRUE,"Alley Pond Park, Queens",Alley Pond Park, Queens,2020-06-08,2020-06-08T20:37:32Z,23
Greek Family Kitchen,OPERATIONAL,2,ChIJo69sYG5iwokRfHD0dDQHR4k,4.4,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.733399,-73.75867989999999,TRUE,"Alley Pond Park, Queens",Alley Pond Park, Queens,2020-06-08,2020-06-08T20:37:32Z,23
L'Italiano Trattoria,OPERATIONAL,2,ChIJ88fU2O1hwokRIyXH7uwC-2g,4.5,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7480129,-73.7614504,TRUE,"Alley Pond Park, Queens",Alley Pond Park, Queens,2020-06-08,2020-06-08T20:37:32Z,23
Luigi's,OPERATIONAL,2,ChIJq7l85XtiwokRiLieNJOBm68,4.5,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.749627,-73.707534,TRUE,"Alley Pond Park, Queens",Alley Pond Park, Queens,2020-06-08,2020-06-08T20:37:32Z,23
Mateus' Restaurant & Bar,OPERATIONAL,2,ChIJE6lQFzNiwokR_SGherneZ3o,4.4,"c(""restaurant"", ""bar"", ""food"", ""point_of_interest"", ""establishment"")",40.7207396,-73.7322453,TRUE,"Alley Pond Park, Queens",Alley Pond Park, Queens,2020-06-08,2020-06-08T20:37:32Z,23
Stella Ristorante,OPERATIONAL,2,ChIJr-V0cVliwokRe9QPfyn89Kc,4.6,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.728023,-73.705514,TRUE,"Alley Pond Park, Queens",Alley Pond Park, Queens,2020-06-08,2020-06-08T20:37:32Z,23
Il Bacco,OPERATIONAL,2,ChIJXTketu-JwokR6rcaxvQrrOY,4.5,"c(""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7710789,-73.73481079999999,TRUE,"Alley Pond Park, Queens",Alley Pond Park, Queens,2020-06-08,2020-06-08T20:37:32Z,23
River Japanese Cuisine,OPERATIONAL,2,ChIJ3ZAJw_NhwokR1mTTDhMQHxU,4,"c(""meal_takeaway"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7480404,-73.7563704,TRUE,"Alley Pond Park, Queens",Alley Pond Park, Queens,2020-06-08,2020-06-08T20:37:32Z,23
Sushi You,OPERATIONAL,2,ChIJuXV3eY1hwokR-twu4LiPaRI,4.5,"c(""meal_delivery"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7408034,-73.7591047,TRUE,"Alley Pond Park, Queens",Alley Pond Park, Queens,2020-06-08,2020-06-08T20:37:32Z,23
Aunt Bella's,OPERATIONAL,2,ChIJk3nz1vqJwokRDr9LYutUZ2s,4.5,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7669949,-73.7363514,TRUE,"Alley Pond Park, Queens",Alley Pond Park, Queens,2020-06-08,2020-06-08T20:37:32Z,23
Hi Tea Bakery & Restaurant,OPERATIONAL,1,ChIJwZwbl_NhwokRX5S79BixT00,4.1,"c(""bakery"", ""restaurant"", ""food"", ""point_of_interest"", ""store"", ""establishment"")",40.7484639,-73.7566222,TRUE,"Alley Pond Park, Queens",Alley Pond Park, Queens,2020-06-08,2020-06-08T20:37:32Z,23
Cheung Khei,OPERATIONAL,1,ChIJ0ydoYG5iwokRjvSBtYWvbxA,4.2,"c(""meal_delivery"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7442436,-73.7168773,TRUE,"Alley Pond Park, Queens",Alley Pond Park, Queens,2020-06-08,2020-06-08T20:37:32Z,23
By The Slice,OPERATIONAL,1,ChIJly-6xzBiwokRzdX2MdfbFak,4.4,"c(""meal_delivery"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.727458,-73.7310401,TRUE,"Alley Pond Park, Queens",Alley Pond Park, Queens,2020-06-08,2020-06-08T20:37:32Z,23
Chick In,OPERATIONAL,NA,ChIJO1pkyiRiwokRKdKbN3SPpCk,4,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.73331599999999,-73.736233,TRUE,"Alley Pond Park, Queens",Alley Pond Park, Queens,2020-06-08,2020-06-08T20:37:32Z,23
Bellerose Famous Pizza,OPERATIONAL,1,ChIJ3yZOgGxiwokRfWsndjgXrTs,4.2,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7424482,-73.7211244,TRUE,"Alley Pond Park, Queens",Alley Pond Park, Queens,2020-06-08,2020-06-08T20:37:32Z,23
Marbella,OPERATIONAL,2,ChIJN57WvuJhwokRSJvUHq360O0,4.4,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7618,-73.7608,TRUE,"Alley Pond Park, Queens",Alley Pond Park, Queens,2020-06-08,2020-06-08T20:37:32Z,23
Torigo,OPERATIONAL,2,ChIJL33hHVliwokRc8B-PlqI2Xs,4.6,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7284987,-73.7037749,TRUE,"Alley Pond Park, Queens",Alley Pond Park, Queens,2020-06-08,2020-06-08T20:37:32Z,23
