name,business_status,price_level,place_id,rating,types,lat,lng,open,neighborhood,pull_date,pull_datetime,pull_week
Beans and Vines,OPERATIONAL,2,ChIJTaniGPjzwokR0CCnk5OnNOI,4.5,"c(""cafe"", ""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8664087,-73.925449,TRUE,Inwood,2020-06-04,2020-06-04T18:30:31Z,23
Guadalupe Restaurant,OPERATIONAL,2,ChIJv-bh-PbzwokR-AR_g9KRXLY,4.4,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8673791,-73.9206974,TRUE,Inwood,2020-06-04,2020-06-04T18:30:31Z,23
Bocaditos Bistro,OPERATIONAL,2,ChIJD6voiPfzwokR8Z2OcFVNnLU,4.4,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8668707,-73.9239955,TRUE,Inwood,2020-06-04,2020-06-04T18:30:31Z,23
Unique,OPERATIONAL,NA,ChIJEyAHVazzwokRqeDuj6t3bvo,4.7,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8669843,-73.9209449,TRUE,Inwood,2020-06-04,2020-06-04T18:30:31Z,23
Indian Road Cafe,OPERATIONAL,2,ChIJcxSIIPLzwokRv6sz1q2Sxgc,4.4,"c(""cafe"", ""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8728492,-73.9183465,TRUE,Inwood,2020-06-04,2020-06-04T18:30:31Z,23
Inwood Bar & Grill,OPERATIONAL,2,ChIJrY34o_fzwokRWEo4U7Aw8r8,4.6,"c(""night_club"", ""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8670557,-73.9224569,TRUE,Inwood,2020-06-04,2020-06-04T18:30:31Z,23
Seawalk,OPERATIONAL,2,ChIJhTKflvjzwokR9F_zpPR7dxo,4.2,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8668027,-73.92852839999999,TRUE,Inwood,2020-06-04,2020-06-04T18:30:31Z,23
Garden Café,OPERATIONAL,2,ChIJ6TCT6PbzwokRfsZUbEWFNWk,4.3,"c(""cafe"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8681653,-73.92052799999999,TRUE,Inwood,2020-06-04,2020-06-04T18:30:31Z,23
Tryon Public House,OPERATIONAL,2,ChIJ44_9bwf0wokR1KavbylvSlc,4.4,"c(""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8650136,-73.9278636,TRUE,Inwood,2020-06-04,2020-06-04T18:30:31Z,23
Tannat,OPERATIONAL,NA,ChIJ5dAFbAf0wokRnzzsTHELmR8,4.7,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8647879,-73.9282418,TRUE,Inwood,2020-06-04,2020-06-04T18:30:31Z,23
Pizza Palace,OPERATIONAL,1,ChIJkXfgMAb0wokR6dl8IQPbmhI,4.7,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8624833,-73.9250977,TRUE,Inwood,2020-06-04,2020-06-04T18:30:31Z,23
Galicia Tapas,OPERATIONAL,NA,ChIJM72y7c_zwokR5GE8rEiyNRQ,4.8,"c(""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8667205,-73.9203661,TRUE,Inwood,2020-06-04,2020-06-04T18:30:31Z,23
Brown Sugar Bar & Restaurant,CLOSED_TEMPORARILY,2,ChIJT40YdfPzwokRohbdynCkc5g,4.2,"c(""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8699263,-73.9154588,FALSE,Inwood,2020-06-04,2020-06-04T18:30:31Z,23
RAICES RESTAURANT,OPERATIONAL,2,ChIJ1UzSXPbzwokRusThyyHwsPg,4.2,"c(""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8664614,-73.9200457,TRUE,Inwood,2020-06-04,2020-06-04T18:30:31Z,23
Taqueria Emilio,OPERATIONAL,NA,ChIJtQupQ_bzwokR1zGJQAvFso4,4.4,"c(""meal_delivery"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8662563,-73.9200295,TRUE,Inwood,2020-06-04,2020-06-04T18:30:31Z,23
Mamajuana Cafe,OPERATIONAL,2,ChIJ4SwImvjzwokReBpQlpMwuYw,4.1,"c(""cafe"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8664891,-73.9280265,TRUE,Inwood,2020-06-04,2020-06-04T18:30:31Z,23
Il Sole,OPERATIONAL,2,ChIJU967hPjzwokRsmZImZzGggw,4.1,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8661547,-73.9276251,TRUE,Inwood,2020-06-04,2020-06-04T18:30:31Z,23
Cachapas y Mas,OPERATIONAL,1,ChIJ2wU1Owb0wokRSpCLX-FXJtM,4.5,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.86211429999999,-73.9247932,TRUE,Inwood,2020-06-04,2020-06-04T18:30:31Z,23
Cañave,OPERATIONAL,2,ChIJyylCGFn1wokRtf1VaOzHlAk,4.5,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8645407,-73.9288904,TRUE,Inwood,2020-06-04,2020-06-04T18:30:31Z,23
Mamasushi,OPERATIONAL,2,ChIJPfElm_jzwokR5ydaVGeUVI4,4.1,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8661847,-73.9278084,TRUE,Inwood,2020-06-04,2020-06-04T18:30:31Z,23
Papasito,OPERATIONAL,2,ChIJobAU-ST2wokRxSQ2IhzFyCk,4.1,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.865912,-73.927437,TRUE,Inwood,2020-06-04,2020-06-04T18:30:31Z,23
Boca Chica Seafood,OPERATIONAL,NA,ChIJ1zmOU_bzwokRx89eaDxJ9Hg,4.6,"c(""meal_delivery"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8668387,-73.9210417,TRUE,Inwood,2020-06-04,2020-06-04T18:30:31Z,23
Burgos Restaurant cafe,OPERATIONAL,NA,ChIJtaupggf0wokRvKf2IGq7JCY,4.5,"c(""meal_delivery"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8649997,-73.92715369999999,TRUE,Inwood,2020-06-04,2020-06-04T18:30:31Z,23
Pat'e Palo Bar & Grill,OPERATIONAL,2,ChIJoYE5l_jzwokRzEUu3nKSI0Y,4.1,"c(""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8665494,-73.9282128,TRUE,Inwood,2020-06-04,2020-06-04T18:30:31Z,23
Grandpa's Brick Oven Pizza,OPERATIONAL,1,ChIJQZshvvbzwokRyi-Ol3UYiXc,4,"c(""meal_delivery"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8684152,-73.9194949,TRUE,Inwood,2020-06-04,2020-06-04T18:30:31Z,23
Luxor NY,OPERATIONAL,NA,ChIJxeZxsYn1wokRJz_z8FVl-BM,4.7,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8616554,-73.9206428,TRUE,Inwood,2020-06-04,2020-06-04T18:30:31Z,23
Patacon Pisao Truck,OPERATIONAL,1,ChIJLxQhFgn0wokR5DjeAD5Fdao,4.7,"c(""meal_takeaway"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8613043,-73.92020649999999,TRUE,Inwood,2020-06-04,2020-06-04T18:30:31Z,23
Lina Restaurant,OPERATIONAL,NA,ChIJ50OCI_v1wokRTj1fTZzahXE,4.4,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8644195,-73.91930169999999,TRUE,Inwood,2020-06-04,2020-06-04T18:30:31Z,23
Elsa La Reina del Chicharron,OPERATIONAL,2,ChIJH2stGfjzwokR8FZeRLxjKbY,4.5,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8662471,-73.9247149,TRUE,Inwood,2020-06-04,2020-06-04T18:30:31Z,23
The Park View,CLOSED_TEMPORARILY,2,ChIJewQRgfjzwokRWbgK1sCTzd4,4.1,"c(""restaurant"", ""cafe"", ""bar"", ""food"", ""point_of_interest"", ""establishment"")",40.8657639,-73.9272682,FALSE,Inwood,2020-06-04,2020-06-04T18:30:31Z,23
Pop & Pour,OPERATIONAL,2,ChIJs1HUdwf0wokR1wNhRa3h_Ng,4.4,"c(""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8647786,-73.9271388,TRUE,Inwood,2020-06-04,2020-06-04T18:30:31Z,23
Dyckman Express,OPERATIONAL,1,ChIJr05wJAb0wokREaqqcm-gFvg,4,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8619219,-73.9245152,TRUE,Inwood,2020-06-04,2020-06-04T18:30:31Z,23
Capitol Diner,OPERATIONAL,2,ChIJp11EAvfzwokRUmGuEM_ogMA,4.4,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8678204,-73.9215284,TRUE,Inwood,2020-06-04,2020-06-04T18:30:31Z,23
Yummy Thai,OPERATIONAL,2,ChIJF_AN5vbzwokRbc-YF7tU2GY,4,"c(""meal_delivery"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8680872,-73.92059549999999,TRUE,Inwood,2020-06-04,2020-06-04T18:30:31Z,23
El Tina Fish Market,OPERATIONAL,NA,ChIJa2vi4wn0wokRL9VW89mXQJc,4.4,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.864356,-73.919285,TRUE,Inwood,2020-06-04,2020-06-04T18:30:31Z,23
La Lomita,OPERATIONAL,NA,ChIJc_UZ4wn0wokRdyu5vv_v3QU,4.3,"c(""meal_delivery"", ""restaurant"", ""food"", ""point_of_interest"", ""store"", ""establishment"")",40.86426489999999,-73.9191957,TRUE,Inwood,2020-06-04,2020-06-04T18:30:31Z,23
Enjoy Kitchen & Bar NYC,OPERATIONAL,NA,ChIJOY_m8hrzwokRI7vVg9icqMk,4.7,"c(""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8668075,-73.9209872,TRUE,Inwood,2020-06-04,2020-06-04T18:30:31Z,23
Rico Chimi,OPERATIONAL,1,ChIJ3c7EOgb0wokRtHvUC9Yh3aY,4.3,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8621623,-73.9248233,TRUE,Inwood,2020-06-04,2020-06-04T18:30:31Z,23
Pick and Eat,CLOSED_TEMPORARILY,NA,ChIJkUNlAvfzwokRm68a1AGf-IY,4.1,"c(""meal_delivery"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8674964,-73.92128819999999,FALSE,Inwood,2020-06-04,2020-06-04T18:30:31Z,23
La Nueva España,CLOSED_TEMPORARILY,2,ChIJ9XXu_vbzwokR5oc5Xx1PqHw,4.1,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.867325,-73.9212398,FALSE,Inwood,2020-06-04,2020-06-04T18:30:31Z,23
Floridita,OPERATIONAL,1,ChIJ9Rxc7wn0wokRlifW8HEx9ts,4.1,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8639914,-73.919553,TRUE,Inwood,2020-06-04,2020-06-04T18:30:31Z,23
Genesis Restaurante Ecuatoriano,OPERATIONAL,2,ChIJRcO5P_bzwokR7V0Ww88c-Io,4.4,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8655556,-73.92,TRUE,Inwood,2020-06-04,2020-06-04T18:30:31Z,23
The Hudson,OPERATIONAL,2,ChIJGfQD5f7zwokRvKJ7ouEAXXQ,3.9,"c(""night_club"", ""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.868965,-73.931878,TRUE,Inwood,2020-06-04,2020-06-04T18:30:31Z,23
Inwood Local Wine Bar & Beer Garden,CLOSED_TEMPORARILY,2,ChIJT1cl8PbzwokRvZOVaH0hQ8Y,4.5,"c(""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8681414,-73.9206706,FALSE,Inwood,2020-06-04,2020-06-04T18:30:31Z,23
El Nuevo Sabor,OPERATIONAL,1,ChIJG26Zd_PzwokRI8344Ilcd9k,4.4,"c(""meal_delivery"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8694104,-73.9156354,TRUE,Inwood,2020-06-04,2020-06-04T18:30:31Z,23
Fresh Tortillas,OPERATIONAL,1,ChIJ9zd--PbzwokRc34p1TDbIYQ,4.3,"c(""meal_delivery"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.867219,-73.92073669999999,TRUE,Inwood,2020-06-04,2020-06-04T18:30:31Z,23
Stop 809,OPERATIONAL,NA,ChIJizUiFfbzwokRzfZLWlFkOnA,4.3,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8656092,-73.91970429999999,TRUE,Inwood,2020-06-04,2020-06-04T18:30:31Z,23
Dyckman Dogs,OPERATIONAL,NA,ChIJKdDZRp71wokRctyCTW3l5R4,4.3,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8619889,-73.9247174,TRUE,Inwood,2020-06-04,2020-06-04T18:30:31Z,23
Lotus Express,OPERATIONAL,NA,ChIJH2stGfjzwokRCJVwVUMX5hs,4.3,"c(""meal_delivery"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8662527,-73.9246556,TRUE,Inwood,2020-06-04,2020-06-04T18:30:31Z,23
Jimbos Hamburger Palace,OPERATIONAL,1,ChIJXUlqLgb0wokRphGZJ5Yym7I,4.3,"c(""meal_delivery"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8623625,-73.9249954,TRUE,Inwood,2020-06-04,2020-06-04T18:30:31Z,23
"Tenth Avenue | Rooftop Bar, Eatery and Pizzeria",CLOSED_TEMPORARILY,NA,ChIJvQx5fTr1wokR_pqyIlF764A,4.4,"c(""restaurant"", ""night_club"", ""bar"", ""food"", ""point_of_interest"", ""establishment"")",40.8620332,-73.9203213,FALSE,Inwood,2020-06-04,2020-06-04T18:30:31Z,23
International Food House,OPERATIONAL,2,ChIJ-d6Wfwf0wokRQgNFx3gqVKc,4,"c(""meal_delivery"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8654235,-73.92694159999999,TRUE,Inwood,2020-06-04,2020-06-04T18:30:31Z,23
Monkey Brothers Lab,OPERATIONAL,NA,ChIJjxxMP_TzwokRjpBxHi6nq34,4.5,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8668645,-73.9175599,TRUE,Inwood,2020-06-04,2020-06-04T18:30:31Z,23
Amore juice bar,OPERATIONAL,NA,ChIJUdJGnDH0wokRTdxyYPQ_s-0,4.5,"c(""meal_delivery"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8697228,-73.91665309999999,TRUE,Inwood,2020-06-04,2020-06-04T18:30:31Z,23
Mina Restaurant and Bar,OPERATIONAL,NA,ChIJdegTomL1wokRXg9zQayMCQA,4.4,"c(""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8639046,-73.91894479999999,TRUE,Inwood,2020-06-04,2020-06-04T18:30:31Z,23
Noel's Pizza,OPERATIONAL,1,ChIJ4UVEUfbzwokRQw9lvqkfbMc,4.3,"c(""meal_delivery"", ""meal_takeaway"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8661003,-73.9199067,TRUE,Inwood,2020-06-04,2020-06-04T18:30:31Z,23
Junior's Tacos,OPERATIONAL,NA,ChIJuREEdPbzwokRTTSTKPhBOW0,4.3,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.86605429999999,-73.91884830000001,TRUE,Inwood,2020-06-04,2020-06-04T18:30:31Z,23
Roof top Republica,OPERATIONAL,2,ChIJ1RfMugf0wokR9plYzcTb04Y,3.9,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8636657,-73.9263485,TRUE,Inwood,2020-06-04,2020-06-04T18:30:31Z,23
El Boulevard Fritura Chimichurri,OPERATIONAL,NA,ChIJqVZ2BPbzwokRMuu3c50MHUg,4.5,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8647499,-73.9186684,TRUE,Inwood,2020-06-04,2020-06-04T18:30:31Z,23
Cocina Latina Restaurant,OPERATIONAL,1,ChIJF1muovbzwokRPR4nlL73TCA,4.2,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8681592,-73.9190507,TRUE,Inwood,2020-06-04,2020-06-04T18:30:31Z,23
Saggio,OPERATIONAL,2,ChIJEc6ZPKH2wokRZyyIzHgixT4,4.4,"c(""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8514028,-73.9395667,TRUE,Washington Heights,2020-06-04,2020-06-04T18:30:31Z,23
Malecon,OPERATIONAL,2,ChIJHyYvn5_2wokRKyOPOJ53zWQ,4.4,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8464014,-73.9386195,TRUE,Washington Heights,2020-06-04,2020-06-04T18:30:31Z,23
Le Chéile,OPERATIONAL,2,ChIJpSkMPqH2wokRfy_b2yucueE,4.4,"c(""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.851512,-73.940018,TRUE,Washington Heights,2020-06-04,2020-06-04T18:30:31Z,23
The Pandering Pig,OPERATIONAL,NA,ChIJoadLoaf2wokRv9bdP2ubeP4,4.4,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8550243,-73.9378072,TRUE,Washington Heights,2020-06-04,2020-06-04T18:30:31Z,23
Grito,OPERATIONAL,1,ChIJv9RUfBz0wokRlJBZJatkRqM,4.3,"c(""meal_delivery"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8536433,-73.93088550000002,TRUE,Washington Heights,2020-06-04,2020-06-04T18:30:31Z,23
Manolo Tapas,CLOSED_TEMPORARILY,2,ChIJxw-fiJ_2wokRM3GLb_T9TWU,4.5,"c(""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.84721800000001,-73.938372,FALSE,Washington Heights,2020-06-04,2020-06-04T18:30:31Z,23
Fort Washington Public House,OPERATIONAL,2,ChIJE-iZ8mr3wokRtuUpEY3tuM4,4.5,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8389251,-73.9410236,TRUE,Washington Heights,2020-06-04,2020-06-04T18:30:31Z,23
Zoe Restaurant Bar & Lounge,OPERATIONAL,2,ChIJO6vLYhz0wokRkE8K0jQhLWk,4.4,"c(""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8537026,-73.9308509,TRUE,Washington Heights,2020-06-04,2020-06-04T18:30:31Z,23
Las Palmas,OPERATIONAL,1,ChIJLWnBuoT2wokR9uPC3rzQv64,4.2,"c(""meal_delivery"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.837658,-73.942561,TRUE,Washington Heights,2020-06-04,2020-06-04T18:30:31Z,23
Burger Heights,OPERATIONAL,2,ChIJs-9xRx70wokRxtyqt-f6z4g,4.4,"c(""meal_delivery"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8502775,-73.9344599,TRUE,Washington Heights,2020-06-04,2020-06-04T18:30:31Z,23
La Barca Restaurant,OPERATIONAL,1,ChIJectupoT2wokRYCeTGuF6xlQ,4.3,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8374464,-73.9420766,TRUE,Washington Heights,2020-06-04,2020-06-04T18:30:31Z,23
Floridita,OPERATIONAL,1,ChIJJZEViZ_2wokRgvvjktJT_B8,4.2,"c(""meal_delivery"", ""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8471617,-73.9378019,TRUE,Washington Heights,2020-06-04,2020-06-04T18:30:31Z,23
Terravita NYC,OPERATIONAL,2,ChIJASsUtcD3wokRZQaPJocnxPs,4.6,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8480855,-73.9380734,TRUE,Washington Heights,2020-06-04,2020-06-04T18:30:31Z,23
Coogans,OPERATIONAL,2,ChIJHyfONpz2wokRdQfhPI8qQzI,4.2,"c(""cafe"", ""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8416667,-73.93972219999999,TRUE,Washington Heights,2020-06-04,2020-06-04T18:30:31Z,23
Aladdin Grill and Rice,OPERATIONAL,1,ChIJo_p-7aD2wokRlS0ea6qFUts,4.7,"c(""meal_delivery"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.850529,-73.93747030000002,TRUE,Washington Heights,2020-06-04,2020-06-04T18:30:31Z,23
Tasty Deli,OPERATIONAL,2,ChIJU_DWLZz2wokRulFZWrgHCtg,4.5,"c(""meal_takeaway"", ""restaurant"", ""food"", ""point_of_interest"", ""store"", ""establishment"")",40.8417384,-73.9390109,TRUE,Washington Heights,2020-06-04,2020-06-04T18:30:31Z,23
GoGo-Gi,CLOSED_TEMPORARILY,1,ChIJkdy5qpz2wokRniTfRmDCTzA,4.5,"c(""meal_delivery"", ""meal_takeaway"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8379895,-73.94167,FALSE,Washington Heights,2020-06-04,2020-06-04T18:30:31Z,23
Pocion Lounge,CLOSED_TEMPORARILY,2,ChIJS_noKaD2wokR2r1TzwTnJMI,4.6,"c(""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8475529,-73.9384493,FALSE,Washington Heights,2020-06-04,2020-06-04T18:30:31Z,23
181 Cabrini,OPERATIONAL,2,ChIJkQJbFKH2wokRgm5xHrUxe4U,4.2,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8511718,-73.9401541,TRUE,Washington Heights,2020-06-04,2020-06-04T18:30:31Z,23
La Casa Del Mofongo,OPERATIONAL,2,ChIJH_3_XR70wokRk49y2KuyfBQ,4.1,"c(""night_club"", ""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8503532,-73.93341819999999,TRUE,Washington Heights,2020-06-04,2020-06-04T18:30:31Z,23
Blue Mountain Heights,OPERATIONAL,NA,ChIJr14j-4P2wokRIgceLNYTSto,4.3,"c(""cafe"", ""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""store"", ""establishment"")",40.8334982,-73.9411958,TRUE,Washington Heights,2020-06-04,2020-06-04T18:30:31Z,23
Merienda Snack Bar,OPERATIONAL,NA,ChIJ0UHBVt73wokRvAGWXorOCy0,4.8,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8403835,-73.936748,TRUE,Washington Heights,2020-06-04,2020-06-04T18:30:31Z,23
Tampopo Ramen,OPERATIONAL,2,ChIJFxsXmaD2wokRfqXPG2eCyDY,4.5,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.850689,-73.93645599999999,TRUE,Washington Heights,2020-06-04,2020-06-04T18:30:31Z,23
Aquamarina,OPERATIONAL,1,ChIJd1zsYp72wokRwz63Od6BK24,4.2,"c(""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.84298889999999,-73.93892079999999,TRUE,Washington Heights,2020-06-04,2020-06-04T18:30:31Z,23
BURGERS & GRILL,OPERATIONAL,NA,ChIJMwMe3Bv0wokRcgTSg4RGOIM,4.5,"c(""meal_delivery"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.851325,-73.9282712,TRUE,Washington Heights,2020-06-04,2020-06-04T18:30:31Z,23
Golan Heights,OPERATIONAL,1,ChIJxYms2hv0wokRPJroa2sqA84,4.4,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8515059,-73.9281685,TRUE,Washington Heights,2020-06-04,2020-06-04T18:30:31Z,23
Locksmith Bar,OPERATIONAL,2,ChIJ8eptJAP0wokRedQqUtMxdYM,4.4,"c(""restaurant"", ""bar"", ""food"", ""point_of_interest"", ""establishment"")",40.8573496,-73.9325526,TRUE,Washington Heights,2020-06-04,2020-06-04T18:30:31Z,23
El Paisa,OPERATIONAL,1,ChIJe20YeRz0wokRZA5lSfijdg8,4.2,"c(""meal_delivery"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8533041,-73.9306103,TRUE,Washington Heights,2020-06-04,2020-06-04T18:30:31Z,23
Kismat Indian Restaurant,OPERATIONAL,2,ChIJAVwsl6f2wokR7o-m7mgeq5Q,4.1,"c(""meal_delivery"", ""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8553122,-73.9370321,TRUE,Washington Heights,2020-06-04,2020-06-04T18:30:31Z,23
Barrel 79,OPERATIONAL,NA,ChIJ2ZmeOd_3wokR6pskD2LPgio,4.7,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8412255,-73.9376693,TRUE,Washington Heights,2020-06-04,2020-06-04T18:30:31Z,23
Con Sabor A Mexico,OPERATIONAL,NA,ChIJDbhYmaD2wokRyoh7Iry4ASg,4.4,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8505806,-73.9364152,TRUE,Washington Heights,2020-06-04,2020-06-04T18:30:31Z,23
Jad Jaan Thai Vietnamese Restaurant,OPERATIONAL,NA,ChIJWeSG14n3wokRK7bGDEqzenU,4.5,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8412804,-73.9375187,TRUE,Washington Heights,2020-06-04,2020-06-04T18:30:31Z,23
Halo Bistro Café,OPERATIONAL,NA,ChIJA3Id8FD1wokRnXFTlhGc1bE,4.8,"c(""cafe"", ""restaurant"", ""food"", ""point_of_interest"", ""store"", ""establishment"")",40.8547124,-73.9332726,TRUE,Washington Heights,2020-06-04,2020-06-04T18:30:31Z,23
Dallas BBQ Washington Heights,OPERATIONAL,2,ChIJ1Tldkpz2wokR1BvQMWlaoOs,4.1,"c(""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.839674,-73.9404826,TRUE,Washington Heights,2020-06-04,2020-06-04T18:30:31Z,23
SUROSS Thai Bistro,OPERATIONAL,NA,ChIJx27u5M_3wokRdbJYkahMNA0,4.5,"c(""meal_delivery"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8460011,-73.93873669999999,TRUE,Washington Heights,2020-06-04,2020-06-04T18:30:31Z,23
New San Francisco,OPERATIONAL,NA,ChIJnRCepJ32wokRvFHFQ4-VzI0,4.3,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8405567,-73.93796139999999,TRUE,Washington Heights,2020-06-04,2020-06-04T18:30:31Z,23
Sapito's Sports Cantina,OPERATIONAL,2,ChIJRdaWjp_2wokRLciNiADlfzo,4.1,"c(""night_club"", ""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.84704259999999,-73.9379494,TRUE,Washington Heights,2020-06-04,2020-06-04T18:30:31Z,23
Refried Beans Mexican Grill,OPERATIONAL,2,ChIJXZVvmaf2wokRacWfxkg-vng,4.3,"c(""meal_delivery"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.854965,-73.9371163,TRUE,Washington Heights,2020-06-04,2020-06-04T18:30:31Z,23
Elsa La Reina Del Chicharron,OPERATIONAL,1,ChIJA_MgQp72wokRggnzJUoRdQY,4.4,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8438417,-73.9379285,TRUE,Washington Heights,2020-06-04,2020-06-04T18:30:31Z,23
Silver Palace,OPERATIONAL,1,ChIJ4YuQjIT2wokRxdCk7sRu7Rw,4.4,"c(""meal_delivery"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.8359862,-73.9430658,TRUE,Washington Heights,2020-06-04,2020-06-04T18:30:31Z,23
