name,business_status,price_level,place_id,rating,types,lat,lng,open,neighborhood
The Butcher's Daughter,OPERATIONAL,2,ChIJiYsEnohZwokR8oZK_TgmSjY,4.2,"c(""cafe"", ""restaurant"", ""food"", ""point_of_interest"", ""store"", ""establishment"")",40.7188558,-73.9979012,TRUE,Little Italy
Shoo Shoo Nolita,OPERATIONAL,NA,ChIJYxIsQeZZwokRaw14pa1xNPA,4.4,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7184422,-73.9976223,TRUE,Little Italy
Chikarashi,OPERATIONAL,2,ChIJw0zo4YlZwokRhB0jUYCbvVs,4.2,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7194031,-73.99653959999999,TRUE,Little Italy
Lombardi's Pizza,OPERATIONAL,2,ChIJp-cWE4pZwokRmUI8_BIF8dg,4.1,"c(""meal_delivery"", ""meal_takeaway"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7196972,-73.9978939,TRUE,Little Italy
Lan Larb,OPERATIONAL,1,ChIJzdVRpolZwokRD0zM5dURxsQ,4.4,"c(""meal_delivery"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.71808499999999,-73.9981159,TRUE,Little Italy
The Odeon,OPERATIONAL,3,ChIJS-u0mB9awokRZ7H0sa9Oy-U,4.4,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.71697899999999,-74.007834,TRUE,Tribeca
Pepolino,OPERATIONAL,2,ChIJf6tT54pZwokRI5EU-NKF7sE,4.5,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7207548,-74.0048846,TRUE,Tribeca
Locanda Verde,OPERATIONAL,3,ChIJTWkuhfVZwokRS_go-fdp7Vs,4.5,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7198964,-74.01002489999999,TRUE,Tribeca
Marc Forgione,OPERATIONAL,3,ChIJhSLc_R5awokReYEI4dyODxA,4.6,"c(""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.71649379999999,-74.00960730000001,TRUE,Tribeca
The Greek,OPERATIONAL,NA,ChIJf4befPRZwokRH2WqZhtiGuo,4.5,"c(""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.72371709999999,-74.0097423,TRUE,Tribeca
Little Park,OPERATIONAL,3,ChIJUZ62Jh9awokRtnvnQpPF3rY,4.4,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7152366,-74.0091553,TRUE,Tribeca
Walker's,OPERATIONAL,2,ChIJg7lHTvVZwokRh0iWDed8BKw,4.4,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7196584,-74.00705219999999,TRUE,Tribeca
Tamarind Tribeca,OPERATIONAL,3,ChIJ6Vva1h9awokRXw_JSQ_x6y4,4.4,"c(""night_club"", ""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7192269,-74.008907,TRUE,Tribeca
Takahachi,OPERATIONAL,2,ChIJaVgbdR9awokRqxIwG9AywT4,4.5,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.716584,-74.00792150000001,TRUE,Tribeca
Tribeca Grill,OPERATIONAL,3,ChIJRzzoh_VZwokRdXF0AL5vPvA,4.2,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7195661,-74.0098603,TRUE,Tribeca
Bubby's,OPERATIONAL,2,ChIJETquaPVZwokRVYYGSKrg4E0,4.4,"c(""bakery"", ""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""store"", ""establishment"")",40.719819,-74.0083829,TRUE,Tribeca
China Blue,CLOSED_TEMPORARILY,2,ChIJQz2MefRZwokRyAe89nlm_Nk,4.3,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7240306,-74.0099611,FALSE,Tribeca
Two Hands,CLOSED_TEMPORARILY,2,ChIJ256pFiBawokR-JFcFPAz7Ig,4.3,"c(""cafe"", ""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7177931,-74.0054175,FALSE,Tribeca
Scalini Fedeli,OPERATIONAL,3,ChIJRY0QrR9awokRtnCdmU4ijlM,4.6,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7175,-74.00944439999999,TRUE,Tribeca
Max,OPERATIONAL,2,ChIJdU4dUB5awokR1TsplO8Nz_4,4.3,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7169147,-74.008421,TRUE,Tribeca
Tribeca's Kitchen,OPERATIONAL,2,ChIJbahjgh9awokRS22vzOKc4MA,4.4,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7162023,-74.0072007,TRUE,Tribeca
Edward's,OPERATIONAL,2,ChIJ13pGoR9awokRs3n54AZdmGc,4,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7169855,-74.0083752,TRUE,Tribeca
Gigino Trattoria,OPERATIONAL,2,ChIJOYhlWR5awokROi9Hpwx0iQI,4.3,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.71726470000001,-74.0104673,TRUE,Tribeca
Holy Ground,OPERATIONAL,2,ChIJmaQrEB9awokRzHcuwrjUcwM,4.5,"c(""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.71609770000001,-74.0085945,TRUE,Tribeca
Bâtard,OPERATIONAL,4,ChIJc1uHuopZwokReG0qC_lrCd8,4.6,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7195598,-74.0057489,TRUE,Tribeca
American Cut Steakhouse Tribeca,OPERATIONAL,4,ChIJv-a4KB5awokR6TLKvHwGqQE,4.4,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.71697899999999,-74.007834,TRUE,Tribeca
Terra,OPERATIONAL,2,ChIJL7u0rIpZwokRmbw3wEvmxTg,4.3,"c(""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7207548,-74.0048846,TRUE,Tribeca
Tiny's & The Bar Upstairs,OPERATIONAL,2,ChIJ2a47oB9awokRj5umaLKRd1s,4.4,"c(""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7198964,-74.01002489999999,TRUE,Tribeca
atera,OPERATIONAL,4,ChIJ_Y7rMCBawokR0mnRmN5kL2o,4.7,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.71649379999999,-74.00960730000001,TRUE,Tribeca
Khe-Yo,OPERATIONAL,2,ChIJb6jHpx9awokRj6rvb31V6WM,4.4,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.72371709999999,-74.0097423,TRUE,Tribeca
Saluggi's,OPERATIONAL,2,ChIJv50f9opZwokRliYfUH2K22o,4.4,"c(""meal_delivery"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7152366,-74.0091553,TRUE,Tribeca
Macao Trading Co,OPERATIONAL,3,ChIJA9S9jIpZwokRZTF0bHWwXYU,4.5,"c(""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7196584,-74.00705219999999,TRUE,Tribeca
Gunbae,OPERATIONAL,2,ChIJMUOOzR5awokRijM90_-9kUA,4.4,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7192269,-74.008907,TRUE,Tribeca
Tutto il Giorno,CLOSED_TEMPORARILY,3,ChIJo8d-ByBawokR7OvPv17LweY,4.4,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.716584,-74.00792150000001,FALSE,Tribeca
Racines NY,OPERATIONAL,3,ChIJkfkvTx9awokRJuJPcg17cPw,4.6,"c(""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7195661,-74.0098603,TRUE,Tribeca
Sarabeth's,OPERATIONAL,2,ChIJe21LOB5awokRgMpVdEWo9Z0,4.1,"c(""bakery"", ""restaurant"", ""food"", ""point_of_interest"", ""store"", ""establishment"")",40.719819,-74.0083829,TRUE,Tribeca
Savida,OPERATIONAL,NA,ChIJHyOOHhNbwokRHCu8nBCpuWo,4.8,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7240306,-74.0099611,TRUE,Tribeca
Smith & Mills,CLOSED_TEMPORARILY,2,ChIJ562enPVZwokRBluY5MDJjQI,4.5,"c(""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7177931,-74.0054175,FALSE,Tribeca
Frenchette,OPERATIONAL,3,ChIJu7pIuopZwokRvIsndYhPg4U,4.5,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7175,-74.00944439999999,TRUE,Tribeca
Nish Nush,OPERATIONAL,1,ChIJ0zTkax9awokRgH4QnXxcRSc,4.5,"c(""meal_delivery"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7169147,-74.008421,TRUE,Tribeca
Petrarca Cucina e Vino,OPERATIONAL,2,ChIJaYKenopZwokRSJuApmvAGzM,4.4,"c(""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7162023,-74.0072007,TRUE,Tribeca
Attraversa Tribeca,OPERATIONAL,NA,ChIJ2ahle3RZwokRXwx_19yyDjY,4.5,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7169855,-74.0083752,TRUE,Tribeca
Añejo Tribeca,OPERATIONAL,2,ChIJf4XPj4pZwokRjFYw3YKWv7Q,4.3,"c(""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.71726470000001,-74.0104673,TRUE,Tribeca
Zutto Japanese American Pub,OPERATIONAL,2,ChIJ7-SBzh9awokRKB5djQIBiC0,4.3,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.71609770000001,-74.0085945,TRUE,Tribeca
Antique Garage,OPERATIONAL,NA,ChIJ8eVpi4pZwokROYbKO1kGdyc,4.5,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7195598,-74.0057489,TRUE,Tribeca
Distilled,OPERATIONAL,2,ChIJra1qqopZwokRmgLHOV9B-_o,4.1,"c(""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.71697899999999,-74.007834,TRUE,Tribeca
Gran Morsi,OPERATIONAL,2,ChIJSYuuSx9awokRyrrOFTGg0GY,4.4,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7207548,-74.0048846,TRUE,Tribeca
Shigure,OPERATIONAL,2,ChIJ5-T3vIpZwokRf0yDufZmYxE,4.6,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7198964,-74.01002489999999,TRUE,Tribeca
Serafina Tribeca,OPERATIONAL,2,ChIJ-0VhGB9awokRksxfZJBvigE,4.2,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.71649379999999,-74.00960730000001,TRUE,Tribeca
Thalassa,CLOSED_TEMPORARILY,3,ChIJn7NlKh5awokRIfzImaxf7Z8,4.4,"c(""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.72371709999999,-74.0097423,FALSE,Tribeca
Sushi Azabu,OPERATIONAL,2,ChIJPVxLV_RZwokRAVu37ml9Vwo,4.7,"c(""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7152366,-74.0091553,TRUE,Tribeca
Gotan TriBeCa,OPERATIONAL,2,ChIJifdeVPVZwokRlCHFXdRcoR8,4.5,"c(""cafe"", ""restaurant"", ""food"", ""point_of_interest"", ""store"", ""establishment"")",40.7196584,-74.00705219999999,TRUE,Tribeca
Jungsik,OPERATIONAL,4,ChIJpSTN0R9awokRI29rK_SfbeA,4.7,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7192269,-74.008907,TRUE,Tribeca
Mulberry & Vine,OPERATIONAL,2,ChIJKS8c0B5awokRAI_UCP4aW7M,4.4,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.716584,-74.00792150000001,TRUE,Tribeca
Poke' Bar,OPERATIONAL,NA,ChIJ246cz8pbwokRHvHW4gjvXPQ,4.9,"c(""meal_takeaway"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7195661,-74.0098603,TRUE,Tribeca
1803 NYC,OPERATIONAL,3,ChIJ0yKXaB9awokR6WFqdEE9aBY,4.5,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.719819,-74.0083829,TRUE,Tribeca
Benares,OPERATIONAL,2,ChIJ6e4q1BhawokRWWDyNSiQ4yo,4.2,"c(""meal_takeaway"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7240306,-74.0099611,TRUE,Tribeca
L'angolo,OPERATIONAL,NA,ChIJJ7ztWx5awokRRp703r5YC9s,4.2,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7177931,-74.0054175,TRUE,Tribeca
Wolfgang's Steakhouse,OPERATIONAL,4,ChIJ7cmhqPVZwokRcWzLzM5e-5A,4.5,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7175,-74.00944439999999,TRUE,Tribeca
Nobu,OPERATIONAL,4,ChIJZc-EthlawokRIRUvwpkpltI,4.5,"c(""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7169147,-74.008421,TRUE,Tribeca
The Palm - Tribeca,OPERATIONAL,4,ChIJydJMJBxawokRrDjUyT1CNZc,4.3,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7162023,-74.0072007,TRUE,Tribeca
Il Mattone,OPERATIONAL,2,ChIJ2RviqPVZwokRWs45Lw5qDNI,4.5,"c(""meal_delivery"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7169855,-74.0083752,TRUE,Tribeca
Girello,OPERATIONAL,2,ChIJpzT5UfVZwokRn2yh6gyTPZw,4.2,"c(""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.71726470000001,-74.0104673,TRUE,Tribeca
Da Mikele By Luzzo's,OPERATIONAL,2,ChIJ__4cdSBawokRX8ep5xIk-C0,4.2,"c(""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.71609770000001,-74.0085945,TRUE,Tribeca
Terroir,CLOSED_TEMPORARILY,2,ChIJ1Z3-Oh5awokR6ReR4JZHAfA,4.4,"c(""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7195598,-74.0057489,FALSE,Tribeca
Nom Wah Tea Parlor,OPERATIONAL,1,ChIJqwvF8CZawokRwi6ijQhRGD0,4.3,"c(""cafe"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7144447,-73.998254,TRUE,Chinatown
Great NY Noodletown,OPERATIONAL,1,ChIJxxUYUyZawokRl_nFS_dkwio,4.2,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7150085,-73.9970518,TRUE,Chinatown
Wo Hop,CLOSED_TEMPORARILY,1,ChIJ-VGd7CZawokRl9npZ-z0DbU,4.4,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7142762,-73.998921,FALSE,Chinatown
Shanghai 21,OPERATIONAL,1,ChIJTVG07iZawokRq9rPs7ib8bY,4.5,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7144148,-73.9989026,TRUE,Chinatown
Joe's Shanghai,OPERATIONAL,1,ChIJ2XIY-CZawokRokUjxBSl5hw,4.3,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7157106,-73.9966898,TRUE,Chinatown
Peking Duck House,OPERATIONAL,2,ChIJOd2Y7yZawokRZrmsAw8Y_U4,4.1,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7146516,-73.998722,TRUE,Chinatown
Jing Fong,OPERATIONAL,2,ChIJJWt4pCdawokRFcDubKrCgRE,4,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7159842,-73.9972011,TRUE,Chinatown
Chinese Tuxedo,OPERATIONAL,3,ChIJyW-u9iZawokRY1sHXGzZHGI,4.4,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7143302,-73.9980357,TRUE,Chinatown
Deluxe Green Bo,OPERATIONAL,1,ChIJB9obBCdawokR_I47fRFPBhc,4.4,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7156177,-73.9980053,TRUE,Chinatown
The Original Buddha Bodai Kosher Vegetarian Restaurant 🥬 佛菩提,OPERATIONAL,1,ChIJw3YulCZawokRGh4ZyOycnic,4.4,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7138868,-73.99879820000001,TRUE,Chinatown
Lalito,OPERATIONAL,2,ChIJO9LxOidawokRqaiAZAf6Ifo,4.3,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7162194,-73.99976319999999,TRUE,Chinatown
Nha Trang One,OPERATIONAL,1,ChIJpZ8NRydawokRXYCtGefF0Nc,4.4,"c(""meal_takeaway"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7167652,-73.9997046,TRUE,Chinatown
Shanghai Asian Cuisine 上海小館,OPERATIONAL,1,ChIJcWN7pidawokRn_LPabV0ta0,4.2,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7158873,-73.9972344,TRUE,Chinatown
Hop Kee,OPERATIONAL,2,ChIJTVG07iZawokR6lRX9rV0puI,4.2,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7144556,-73.9988944,TRUE,Chinatown
Hwa Yuan Szechuan 華園,OPERATIONAL,2,ChIJDS02PiZawokRUHmiu65dXy0,4.4,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7137682,-73.9960242,TRUE,Chinatown
456 New Shanghai - Temporarily Closed,OPERATIONAL,1,ChIJX4-QDSdawokRtFBM1mz6gn4,4.1,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.71624740000001,-73.998268,TRUE,Chinatown
88 Lan Zhou Handmade Noodles,OPERATIONAL,1,ChIJq6onsCdawokRaXW5KtUYtwk,4.3,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7155828,-73.9969486,TRUE,Chinatown
Spicy Village,OPERATIONAL,1,ChIJt8rEHyhawokR5iJZu_Em_g4,4.4,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7170028,-73.9934222,TRUE,Chinatown
Thái Sơn,OPERATIONAL,1,ChIJe5DgRidawokRLbT4Eer98rg,4.3,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7168378,-73.9996312,TRUE,Chinatown
Fried Dumpling,OPERATIONAL,1,ChIJPX34wSZawokRtqaBPGpIaYI,4.3,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7145546,-73.9992711,TRUE,Chinatown
Dimes,CLOSED_TEMPORARILY,2,ChIJg1zmpilawokR1tvpSF6PWS8,4.3,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7144447,-73.998254,FALSE,Chinatown
Tasty Hand Pulled Noodle,OPERATIONAL,NA,ChIJmZTuWtBbwokRWxbraRwj8xA,4.6,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7150085,-73.9970518,TRUE,Chinatown
Forlini's,OPERATIONAL,2,ChIJC_2hRidawokRw1UdPlce1dc,4.5,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7142762,-73.998921,TRUE,Chinatown
Super Taste,OPERATIONAL,1,ChIJoR3RZyhawokRwR91d6hJvvY,4.5,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7144148,-73.9989026,TRUE,Chinatown
Ping,OPERATIONAL,2,ChIJA6Cf7iZawokRhqozCeR3RmI,4.2,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7157106,-73.9966898,TRUE,Chinatown
Aux Epices,OPERATIONAL,2,ChIJRzod34lZwokRdV-hx_3qbk4,4.5,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7146516,-73.998722,TRUE,Chinatown
Hou Yi Hot Pot,OPERATIONAL,2,ChIJt4HiLyhawokRhJ8I8nMsxZg,4.3,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7159842,-73.9972011,TRUE,Chinatown
Bo Ky,OPERATIONAL,1,ChIJE6NZGidawokRZ5gDkUlPMeE,4,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7143302,-73.9980357,TRUE,Chinatown
Bodhi Kosher Vegetarian Restaurant,OPERATIONAL,1,ChIJ9zpnPidawokRdhxyso6KXKw,4.6,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7156177,-73.9980053,TRUE,Chinatown
West New Malaysia,OPERATIONAL,1,ChIJTbcyuidawokRyQ3l5ZcDPEo,4.3,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7138868,-73.99879820000001,TRUE,Chinatown
Big Wong,OPERATIONAL,1,ChIJqYOCDidawokRmg3mgC_ce3g,4.1,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7162194,-73.99976319999999,TRUE,Chinatown
Dim Sum Go Go,OPERATIONAL,2,ChIJBQwbiCZawokRak_8KefFP7M,4,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7167652,-73.9997046,TRUE,Chinatown
Golden Unicorn,OPERATIONAL,2,ChIJXczCZSZawokRerIzds-K5e0,4,"c(""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7158873,-73.9972344,TRUE,Chinatown
XO Kitchen Restaurant,OPERATIONAL,1,ChIJzRjwH4hZwokRwC2I8MwlGrE,4.2,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7144556,-73.9988944,TRUE,Chinatown
H K Wonton Garden,OPERATIONAL,1,ChIJxxWZFSdawokRvpYShowHen4,4.2,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7137682,-73.9960242,TRUE,Chinatown
Kopitiam,OPERATIONAL,1,ChIJCSo-rSlawokRXSVW0IKZ3vQ,4.4,"c(""cafe"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.71624740000001,-73.998268,TRUE,Chinatown
Hop Lee,OPERATIONAL,1,ChIJ4xlG7CZawokRCHn1c3MJlc0,4.2,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7155828,-73.9969486,TRUE,Chinatown
Wonton Noodle Garden,OPERATIONAL,1,ChIJdchGBSdawokRrNBainqPr-I,4.3,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7170028,-73.9934222,TRUE,Chinatown
21 Shanghai House,OPERATIONAL,1,ChIJf_0EQSZawokRjJYY6kb2u-0,4.2,"c(""meal_takeaway"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7168378,-73.9996312,TRUE,Chinatown
Wah Fung Fast Food,OPERATIONAL,1,ChIJCZ6p_4dZwokRitXAVOk-zvs,4.6,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7145546,-73.9992711,TRUE,Chinatown
The Fat Radish,OPERATIONAL,2,ChIJk6qdTChawokR5ChJI4uG48w,4.3,"c(""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7144447,-73.998254,TRUE,Chinatown
Nha Trang Centre,OPERATIONAL,1,ChIJpZ8NRydawokRWjmZWNZ-JJM,4,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7150085,-73.9970518,TRUE,Chinatown
Tofu Tofu,OPERATIONAL,2,ChIJhypZG4hZwokRDkOkLtRpBRM,4.6,"c(""meal_takeaway"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7142762,-73.998921,TRUE,Chinatown
Taiwan Pork Chop House,CLOSED_TEMPORARILY,1,ChIJTQAk9CZawokRKRODLVV58Ho,4.4,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7144148,-73.9989026,FALSE,Chinatown
Wu's Wonton King,OPERATIONAL,1,ChIJT5GkdilawokRy9yB3jEG_3Q,4.2,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7157106,-73.9966898,TRUE,Chinatown
Tonii's Fresh Rice Noodle,OPERATIONAL,NA,ChIJk08Jp7NbwokRvn8njWu2MAM,4.6,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7146516,-73.998722,TRUE,Chinatown
Amazing 66,OPERATIONAL,2,ChIJ3coGDCdawokRGsuFjxpslzc,4,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7159842,-73.9972011,TRUE,Chinatown
Mission Chinese Food,OPERATIONAL,3,ChIJ8RGuUoFZwokRwXIRS4LyjXc,4,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7143302,-73.9980357,TRUE,Chinatown
Shanghai Dumpling,OPERATIONAL,1,ChIJHT2IhidawokR29hLR-IQb8k,4.1,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7156177,-73.9980053,TRUE,Chinatown
noodle village,OPERATIONAL,1,ChIJk31a6yZawokRCP9vIx0Us18,4.3,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7138868,-73.99879820000001,TRUE,Chinatown
Cheong Fun Cart,OPERATIONAL,NA,ChIJO5vUIYhZwokRhgBPxu526DI,4.4,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7162194,-73.99976319999999,TRUE,Chinatown
Straylight,OPERATIONAL,NA,ChIJVVW6wyZawokRWRcnWfLQ2cc,4.7,"c(""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7167652,-73.9997046,TRUE,Chinatown
Tasty Dumpling,OPERATIONAL,1,ChIJg6Oj3yZawokRwDiCW7Aa6WU,4.2,"c(""meal_delivery"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7158873,-73.9972344,TRUE,Chinatown
Pulqueria,OPERATIONAL,2,ChIJoWAm8SZawokRMhHwiq0j-0E,4.3,"c(""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7144556,-73.9988944,TRUE,Chinatown
Hop Shing,OPERATIONAL,1,ChIJcyIQiyZawokR4kZJEcGcrzs,4.1,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7137682,-73.9960242,TRUE,Chinatown
Shinka Ramen & Sake Bar,CLOSED_TEMPORARILY,2,ChIJo5Bb-SdawokRQxbV68CsySE,4.5,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.71624740000001,-73.998268,FALSE,Chinatown
Royal Seafood,OPERATIONAL,2,ChIJf5eZgSdawokRMFzwX4PqajU,3.9,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7155828,-73.9969486,TRUE,Chinatown
PhoBar,OPERATIONAL,NA,ChIJFapm5YZbwokRA-c6rMNDOsE,4.5,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7170028,-73.9934222,TRUE,Chinatown
Juku,OPERATIONAL,4,ChIJ-_KJwyZawokRkV_qFDf6IxI,4.6,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7168378,-73.9996312,TRUE,Chinatown
Asian Spicy Curry (pop-up),OPERATIONAL,1,ChIJC3VK3CZawokRcaVZWG88rKY,4.4,"c(""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7145546,-73.9992711,TRUE,Chinatown
Luna Pizza,OPERATIONAL,2,ChIJJXgZmSZawokRRV9GtBpodUw,4.4,"c(""meal_takeaway"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment"")",40.7132176,-73.998631,TRUE,Civic Center
