n,id,2020-05-23,2020-05-24
2,2135,Calle Ocho,NA
2,2136,Seven Hills Mediterranean Grill,NA
2,2137,Peacefood Cafe,NA
2,2138,Bustan NYC,NA
2,2139,Gazala’s,NA
2,2140,Gennaro,NA
2,2142,Hummus Place,NA
2,2143,Maison Pickle,NA
2,2144,108 Food Dried Hot Pot,NA
2,2145,Jean-Georges,NA
2,2146,Gray's Papaya,NA
2,2147,La Sirène Upper West Side,NA
2,2148,Mokum,NA
2,2150,Land Thai Kitchen,NA
2,2152,Boilery,NA
2,2154,Pio Pio 6,NA
2,2155,Pizzeria Sirenetta,NA
2,2156,Elea,NA
2,2157,Good Enough To Eat,NA
2,2158,Sala Thai,NA
2,2159,Viand Cafe,NA
2,2160,Blossom on Columbus,NA
2,2161,Flora Bar,NA
2,2162,Daniel,NA
2,2163,Sfoglia,NA
2,2164,Sushi Seki,NA
2,2165,Sandro's,NA
2,2166,Uva,NA
2,2167,Sushi of Gari/Upper East Side,NA
2,2169,Up Thai,NA
2,2170,Tanoshi Sushi Sake Bar,NA
2,2171,The East Pole,NA
2,2172,Naruto Ramen,NA
2,2173,Candle Cafe,NA
2,2174,JG Melon,NA
2,2175,Vaucluse,NA
2,2176,Mei Jin Ramen,NA
2,2179,JoJo,NA
2,2180,Bella Blu,NA
2,2182,Yefsi Estiatorio,NA
2,2183,Poke,NA
2,2184,Heidi's House,NA
2,2185,Café Boulud,NA
2,2186,Eastfields,NA
2,2187,The Milton,NA
2,2188,Luke's Lobster Upper East Side,NA
2,2189,Scalinatella,NA
2,2191,Felice 83,NA
2,2192,THEP Thai Restaurant,NA
2,2193,Amali,NA
2,2194,Pascalou,NA
2,2195,La Esquina - UES,NA
2,2196,Il Divo,NA
2,2197,Calexico,NA
2,2198,Mission Ceviche - Restaurant & Bar,NA
2,2199,Paola's,NA
2,2201,Match 65 Brasserie,NA
2,2202,The Penrose,NA
2,2203,San Matteo Pizzeria e Cucina,NA
2,2205,Via Quadronno,NA
2,2206,Caravaggio,NA
2,2207,David Burke Tavern,NA
2,2209,Tri Dim Shanghai Restaurant and Bar 鼎豐,NA
2,2210,Jones Wood Foundry,NA
2,2212,Erminia,NA
2,2213,Kappo Masa,NA
2,2214,Tiella,NA
2,2216,Angkor Cambodian Bistro,NA
2,2217,Avra Madison Estiatorio,NA
2,2218,OM,NA
2,2219,Moti Mahal Delux,NA
2,2221,Pure Thai Cookhouse,NA
2,2222,Taboon,NA
2,2223,44 & X Hell's Kitchen,NA
2,2224,Hell's Kitchen,NA
2,2225,Briciola,NA
2,2226,Il Melograno,NA
2,2227,Kashkaval Garden,NA
2,2228,Samba Kitchen,NA
2,2229,Tavola,NA
2,2230,PRINT.,NA
2,2231,El Centro,NA
2,2232,Etcetera Etcetera,NA
2,2233,The Marshal,NA
2,2234,IL Punto,NA
2,2235,Masseria dei Vini,NA
2,2236,The Blue Dog Cookhouse and Bar,NA
2,2237,Patzeria Family & Friends,NA
2,2239,Rustic table,NA
2,2240,Ippudo Westside,NA
2,2241,Mercato,NA
2,2242,Danji,NA
2,2244,K Rico Steakhouse,NA
2,2246,Wondee Siam,NA
2,2247,Esca,NA
2,2248,Rice 'n' Beans,NA
2,2249,Fluffy's Cafe & Pizzeria,NA
2,2250,Empanada Mama,NA
2,2253,Talad Wat,NA
2,2254,Mamasita Bar & Grill,NA
2,2255,Capizzi,NA
2,2256,Tacuba,NA
2,2257,Amarone NY,NA
2,2258,Hourglass Tavern,NA
2,2259,The Harrow New York,NA
2,2260,Corner Slice,NA
2,2261,Hold Fast Kitchen and Spirits,NA
2,2262,Non Solo Piada,NA
2,2263,Casellula,NA
2,2264,The Greek Kitchen,NA
2,2265,Blue Seafood Bar,NA
2,2266,Bocca di Bacco,NA
2,2267,La Pulperia HK,NA
2,2268,Noodies Thai Kitchen,NA
2,2270,Poulette,NA
2,2271,Casa Nonna,NA
2,2273,Pure Ktchn,NA
2,2274,At Nine Restaurant & Bar,NA
2,2275,Ousia,NA
2,2276,B Squared,NA
2,2277,Añejo,NA
2,2278,Pio Pio 8,NA
2,2281,La Masseria,NA
2,2283,Trattoria Trecolori,NA
2,2284,Lillie's Victorian Establishment,NA
2,2287,Joe Allen,NA
2,2291,Ootoya - Times Square,NA
2,2292,Daniela Trattoria,NA
2,2293,Glass House Tavern,NA
2,2297,The Perfect Pint,NA
2,2298,Havana Central Times Square,NA
2,2300,The Ribbon — Midtown 44st,NA
2,2301,Osteria al Doge,NA
2,2302,Da Marino,NA
2,2303,O'Lunney's,NA
2,2304,Cielo,NA
2,2305,P.S. Kitchen,NA
2,2307,Del Frisco's Double Eagle Steakhouse,NA
2,2308,Blue Fin,NA
2,2309,Victor's Cafe,NA
2,2311,Pergola Des Artistes,NA
2,2312,Margon,NA
2,2313,Azalea,NA
2,2314,Hard Rock Cafe,NA
2,2315,The Lambs Club,NA
2,2316,Connolly's Pub & Restaurant,NA
2,2317,Bond 45 NY,NA
2,2319,Bobby Van's Grill Times Square,NA
2,2322,The Palm - Palm West,NA
2,2323,Hunt & Fish Club,NA
2,2324,John's of Times Square,NA
2,2326,Virgil's Real BBQ - Times Square,NA
2,2328,Paul's on Times Square,NA
2,2330,Patzeria Perfect Pizza,NA
2,2332,Pongsri Thai Restaurant,NA
2,2334,Scarlatto,NA
2,2335,Dos Caminos,NA
2,2339,Hurley's Restaurant & Bar,NA
2,2340,Cafe Un Deux Trois,NA
2,2341,Gabriel Kreuther,NA
2,2342,The Modern,NA
2,2343,THE GRILL,NA
2,2344,Empellon,NA
2,2345,La Grenouille,NA
2,2348,Izakaya MEW,NA
2,2349,Nerai,NA
2,2351,Keens Steakhouse,NA
2,2353,Hangawi,NA
2,2354,Patsy's,NA
2,2355,Black Iron Burger,NA
2,2356,Marea,NA
2,2357,Loi Estiatorio,NA
2,2358,Bengal Tiger,NA
2,2359,Grand Central Oyster Bar & Restaurant,NA
2,2363,Molyvos,NA
2,2364,Sushi Yasuda,NA
2,2365,Gallaghers Steakhouse,NA
2,2366,Agern,NA
2,2367,Sakagura,NA
2,2368,Totto Ramen Midtown East,NA
2,2369,Aburiya Kinnosuke,NA
2,2370,The Original Soup Kitchen,NA
2,2371,Ora Di Pasta,NA
2,2372,Indian Accent,NA
2,2373,Casa Lever,NA
2,2374,Socarrat Paella Bar - Midtown East,NA
2,2376,Feinstein's/54 Below,NA
2,2377,Il Corso,NA
2,2378,Havana NY,NA
2,2380,Basso56,NA
2,2381,NAYA Mezze & Grill,NA
2,2382,Il Tinello,NA
2,2383,Smith & Wollensky,NA
2,2384,Porter House Bar and Grill,NA
2,2385,Valbella Midtown,NA
2,2386,Nocello,NA
2,2388,The Smith,NA
2,2390,Il Gattopardo,NA
2,2391,Butter Midtown,NA
2,2392,Hillstone,NA
2,2393,Toscana 49,NA
2,2395,Estiatorio Milos - Midtown New York,NA
2,2398,Parker & Quinn,NA
2,2399,Benoit New York,NA
2,2401,Momosan Ramen & Sake,NA
2,2402,Villa Berulia,NA
2,2403,WOKUNI,NA
2,2404,Rare Bar & Grill,NA
2,2405,Sarge's Delicatessen & Diner,NA
2,2406,Little Alley,NA
2,2407,Hakubai,NA
2,2408,Rossini's,NA
2,2409,El Parador Cafe,NA
2,2410,The Shakespeare,NA
2,2411,Sons of Thunder,NA
2,2412,Hendriks,NA
2,2413,Franchia Vegan Café,NA
2,2415,BAP,NA
2,2416,Sam's Place,NA
2,2417,Park Avenue Tavern,NA
2,2418,Wagamama,NA
2,2419,Kajitsu,NA
2,2421,Jackson Hole,NA
2,2422,Sushi Zo Hanare,NA
2,2423,Sachi Asian Bistro,NA
2,2424,House of Lasagna,NA
2,2426,Bedford & Co.,NA
2,2428,Fine & Rare,NA
2,2429,The Morgan Dining Room,NA
2,2431,Duke's,NA
2,2432,Garlic,NA
2,2433,WINE:34,NA
2,2434,Delectica,NA
2,2435,Zuma,NA
2,2436,La Stanza,NA
2,2437,Ratatouille,NA
2,2438,Benjamin Steakhouse,NA
2,2439,El Rio Grande,NA
2,2440,Sushi Ryusei,NA
2,2441,Spice Symphony,NA
2,2442,Previti Pizza,NA
2,2443,Tempura Matsui,NA
2,2444,Kokage,NA
2,2445,Sinigual,NA
2,2447,Nirvana,NA
2,2448,Pershing Square,NA
2,2449,Docks Oyster Bar,NA
2,2450,Baby Bo's Cantina,NA
2,2451,Pokeworks,NA
2,2452,EONS Greek Food for Life,NA
2,2453,Zengo,NA
2,2455,Tam Sang,NA
2,2456,Spoon Table & Bar,NA
2,2459,Montagu's Gusto,NA
2,2460,Libretto's,NA
2,2461,Cookshop,NA
2,2462,Westville Chelsea,NA
2,2463,LOS TACOS No. 1,NA
2,2464,Miznon,NA
2,2465,El Quinto Pino,NA
2,2466,Momoya,NA
2,2467,Del Posto,NA
2,2468,Pastai,NA
2,2469,Tía Pol,NA
2,2470,Txikito,NA
2,2471,Ovest Pizzoteca,NA
2,2472,Foragers Table,NA
2,2473,Cull & Pistol,NA
2,2474,Seamore's Chelsea,NA
2,2475,Sushi Seki Chelsea,NA
2,2476,aRoqa,NA
2,2477,Pepe Giallo,NA
2,2478,Motel Morris,NA
2,2479,Johny's Luncheonette,NA
2,2480,OCabanon,NA
2,2481,Excellent Dumpling House,NA
2,2482,Jun-Men,NA
2,2483,Buddakan,NA
2,2485,Chelsea Ristorante Italiano,NA
2,2486,Morimoto,NA
2,2487,Empire Diner,NA
2,2488,Worthwild,NA
2,2489,Filaga,NA
2,2490,Lobster Place,NA
2,2491,Momofuku Nishi,NA
2,2493,Coppelia,NA
2,2494,Elmo,NA
2,2495,Zagara,NA
2,2496,Calle Dao Chelsea,NA
2,2497,Lasagna Chelsea Restaurant,NA
2,2498,Salinas,NA
2,2499,Porteño,NA
2,2500,Blossom on Ninth,NA
2,2501,Le Zie Trattoria,NA
2,2502,Da Umberto,NA
2,2504,The Grey Dog Chelsea,NA
2,2505,Le Singe,NA
2,2506,Feroce Ristorante,NA
2,2507,Fonda,NA
2,2508,Cafeteria,NA
2,2509,Socarrat Paella Bar- Chelsea,NA
2,2510,Sullivan Street Bakery and Pizza,NA
2,2511,Bottino,NA
2,2516,biricchino,NA
2,2517,Temerario,NA
2,2518,Champignon,NA
2,2519,Very Fresh Noodles,NA
2,2520,Toro NYC,NA
2,2521,Zero Otto Nove,NA
2,2523,Trattoria Italienne,NA
2,2524,Upland,NA
2,2526,by CHLOE.,NA
2,2527,Tappo Thin Crust Pizza,NA
2,2528,Merakia,NA
2,2529,Periyali,NA
2,2530,The Little Beet Table,NA
2,2531,BXL Zoute,NA
2,2533,SUGARFISH by sushi nozawa,NA
2,2534,The Clocktower,NA
2,2535,Cote,NA
2,2536,Manzo,NA
2,2537,Terri,NA
2,2538,Park Avenue Autumn/Winter/Spring/Summer,NA
2,2539,Eleven Madison Park,NA
2,2540,Sagaponack Bar & Grill,NA
2,2541,wagamama,NA
2,2543,Grimaldi's,NA
2,2545,Hanjan,NA
2,2546,BLACKBARN Restaurant,NA
2,2548,Junoon,NA
2,2551,Hill Country Barbecue Market,NA
2,2552,Sushi By Bou,NA
2,2554,Rezdôra,NA
2,2555,Eataly NYC Flatiron,NA
2,2556,La Pecora Bianca NoMad,NA
2,2557,Flatiron Hall Restaurant and Beer Hall,NA
2,2558,Eisenberg's Sandwich Shop,NA
2,2559,Punch Bar & Grill,NA
2,2560,Thai Villa,NA
2,2561,Il Pesce,NA
2,2563,Baodega,NA
2,2564,Mira Sushi & Izakaya Flatiron,NA
2,2565,Bo's Kitchen & Bar Room,NA
2,2566,La Pizza & La Pasta,NA
2,2567,Luke's Lobster Nomad - Temporarily Closed,NA
2,2570,Bouley at Home,NA
2,2573,The Flatiron Room,NA
2,2574,Chop Shop II,NA
2,2578,Outback Steakhouse,NA
2,2579,Mizu Sushi,NA
2,2580,INDAY,NA
2,2581,Norma Gastronomia Siciliana,NA
2,2582,Bistango,NA
2,2583,Patrizia's of Manhattan,NA
2,2584,HandCraft Kitchen & Cocktails,NA
2,2586,Riverpark,NA
2,2587,Dolcino Trattoria Toscana,NA
2,2588,Coppola's East,NA
2,2590,Lena's,NA
2,2591,Penelope,NA
2,2593,Hill and Bay,NA
2,2594,Cask Bar & Kitchen,NA
2,2595,Turkish Kitchen,NA
2,2596,New Moon Chinese Restaurant,NA
2,2598,Banc Cafe,NA
2,2599,Saravanaa Bhavan,NA
2,2600,Wattle Cafe,NA
2,2601,Pio Pio,NA
2,2602,Eros,NA
2,2603,Macchina,NA
2,2604,Flame Hibachi,NA
2,2605,Natsumi Tapas,NA
2,2606,Vatan,NA
2,2607,Mughlai,NA
2,2609,Burp Bowl Cafe,NA
2,2610,Rocky's Pizzeria,NA
2,2611,Marchi's,NA
2,2612,Mexico Lindo,NA
2,2613,Dog & Bone,NA
2,2614,Oaxaca Taqueria,NA
2,2615,Maguro,NA
2,2616,Little Basil,NA
2,2619,Amber,NA
2,2620,Nobi Sushi,NA
2,2621,Sahara's,NA
2,2622,Oishi Bay,NA
2,2624,Street Taco,NA
2,2625,Luu's Baguette,NA
2,2626,Curry Express,NA
2,2629,Dynasty Dim Sum,NA
2,2630,Tacos Times Square,NA
2,2632,Abumi Sushi,NA
2,2634,La Posada,NA
2,2635,Nomado 33,NA
2,2636,Pastafina Pizzeria,NA
2,2637,Mike's Pizza,NA
2,2638,Jaiya,NA
2,2639,Agave,NA
2,2640,Sticky's Finger Joint,NA
2,2642,Novitá,NA
2,2643,Joe Jr.,NA
2,2644,Friend Of A Farmer,NA
2,2645,L'Express,NA
2,2646,Farmer & The Fish,NA
2,2647,Barbounia,NA
2,2648,Paul & Jimmy's,NA
2,2651,GupShup,NA
2,2652,The House,NA
2,2653,Gramercy Kitchen,NA
2,2654,Union Square Cafe,NA
2,2655,Maialino,NA
2,2656,Lamarca,NA
2,2657,Boucherie Union Square,NA
2,2658,Craft,NA
2,2660,Casa Mono,NA
2,2661,Taqueria Gramercy,NA
2,2663,Big Daddy's,NA
2,2665,Follia,NA
2,2666,Oceans,NA
2,2667,Molly's,NA
2,2668,The Bluebell Café,NA
2,2669,MoMo Sushi,NA
2,2670,Javelina,NA
2,2671,Yama,NA
2,2672,Mani In Pasta,NA
2,2673,Camellia,NA
2,2674,Bocca Cucina and Bar,NA
2,2675,Adalya,NA
2,2678,Irvington,NA
2,2682,Sathi,NA
2,2683,The Pho,NA
2,2684,Verōnika,NA
2,2687,Bravo Pizza,NA
2,2689,Lunetta,NA
2,2691,Mi Noodle Bar,NA
2,2692,Jack's Sliders and Sushi,NA
2,2694,Obicà Mozzarella Bar - Flatiron,NA
2,2695,Tivoli Cafe,NA
2,2696,Frank's Trattoria,NA
2,2698,abcV,NA
2,2699,Gila's Nosh,NA
2,2701,Hane Sushi,NA
2,2702,Bruno's Gourmet Market,NA
2,2705,Taverna Kyclades,NA
2,2706,Dua Kafe,NA
2,2707,Kikoo Sushi,NA
2,2708,Ichibantei,NA
2,2711,Akina Sushi,NA
2,2712,Tallgrass Burger,NA
2,2713,M & J,NA
2,2714,Luthun,NA
2,2715,Asiam,NA
2,2717,Sister Jane Tavern,NA
2,2718,Balade,NA
2,2720,Muzzarella Pizza,NA
2,2723,Russo's Mozzarella & Pasta,NA
2,2724,Vinny Vincenz Pizza,NA
2,2725,Gomi Korean Wine Bar,NA
2,2728,Big Arc Chicken,NA
2,2729,Bangkok 2,NA
2,2730,The Spotted Owl Tavern,NA
2,2732,Westville East,NA
2,2733,No 1 KItchen,NA
2,2734,Hibachi Express,NA
2,2739,Raclette,NA
2,2740,Sao Mai,NA
2,2742,Halal in East Village,NA
2,2744,Haile,NA
2,2745,"Fiaschetteria ""Pistoia""",NA
2,2746,Khiladi NYC,NA
2,2747,Ferns,NA
2,2749,Momofuku Ssäm Bar,NA
2,2751,Taco Bell Cantina,NA
2,2755,Chipotle,NA
2,2756,El Camion Cantina,NA
2,2757,Gena's Grill,NA
2,2758,Brindle Room,NA
2,2759,John's of 12th Street. OUR DINING ROOM IS CLOSED BUT WE ARE OPEN FOR DELIVERIES AND TAKEOUT. Add a BOTTLE OF WINE to your order!,NA
2,2776,Malatesta Trattoria,NA
2,2790,Perry St,NA
2,2792,Cafe Clover,NA
2,2794,Market Table,NA
2,2798,St Tropez West Village,NA
2,2799,Crispo,NA
2,2801,Brodo - West Village,NA
2,2802,Amber West Village,NA
2,2803,Buvette,NA
2,2805,Bar Sardine,NA
2,2807,Emily - West Village,NA
2,2808,Shuraku,NA
2,2809,Cafe Cluny,NA
2,2810,Rosemary's,NA
2,2811,Bobo,NA
2,2812,Rahi,NA
2,2813,Gradisca,NA
2,2814,The Black Derby,NA
2,2815,Westville West,NA
2,2817,Fish,NA
2,2818,Sotto 13,NA
2,2819,Baker & Co,NA
2,2821,Loring Place,NA
2,2823,Amelie Wine Bar,NA
2,2825,Monte's Trattoria,NA
2,2827,Song' E Napule NYC,NA
2,2829,La Lanterna di Vittorio,NA
2,2832,Da Andrea,NA
2,2836,Villanelle,NA
2,2837,John's of Bleecker St.,NA
2,2839,Saigon Shack,NA
2,2840,Numero 28 Pizzeria,NA
2,2846,Tomoe Sushi,NA
2,2850,Red Bamboo,NA
2,2852,Ribalta,NA
2,2857,Pommes Frites,NA
2,2861,Petite Boucherie,NA
2,2863,ZZ's Clam Bar,NA
2,2866,North Square,NA
2,2874,Jane,NA
2,2876,Babu Ji,NA
2,2878,Claudette,NA
2,2881,Vic's,NA
2,2882,The Smile,NA
2,2883,il Buco,NA
2,2884,GATO,NA
2,2885,Bohemian,NA
2,2886,Lafayette Grand Café & Bakery,NA
2,2888,Misirizzi,NA
2,2889,Bessou,NA
2,2890,Indochine,NA
2,2891,Bar Primi,NA
2,2892,BONDST,NA
2,2893,ACME,NA
2,2894,ATLA,NA
2,2895,The Library at the Public,NA
2,2896,Gyu-Kaku Japanese BBQ,NA
2,2898,Fish Cheeks,NA
2,2899,&pizza - Astor Place,NA
2,2900,Sushi on Jones,NA
2,2901,Quartino Bottega Organica,NA
2,2903,The Jones,NA
2,2904,Sorbillo Pizzeria,NA
2,2906,Ogawa,NA
2,2907,Torien,NA
2,2908,Sage Kitchen,NA
2,2909,The Poni Room,NA
2,2910,NOHO,NA
2,2911,Honeybrains,NA
2,2912,The Wren,NA
2,2913,Broken Coconut,NA
2,2914,B Bar & Grill,NA
2,2915,Coco & Cru,NA
2,2918,Gemma,NA
2,2919,Bite,NA
2,2922,Asia de Cuba,NA
2,2923,Bowery Meat Company,NA
2,2925,Piccola Strada,NA
2,2926,Cheska's,NA
2,2927,Sweetwater Social,NA
2,2929,YOSHINO · NEW YORK,NA
2,2930,Oaxaca Comida Calle,NA
2,2931,Sushi by M,NA
2,2932,Wendy's,NA
2,2933,Phebe's,NA
2,2934,A-Pou’s Taste,NA
2,2935,Baar Baar,NA
2,2936,Bar Verde,NA
2,2938,Chopt Creative Salad Co.,NA
2,2942,Prune,NA
2,2944,Somtum Der (East Village),NA
2,2946,Oiji,NA
2,2948,Frank,NA
2,2949,Superiority Burger,NA
2,2950,Supper,NA
2,2951,Ippudo NY,NA
2,2952,Lavagna,NA
2,2953,Huertas,NA
2,2954,Lucien,NA
2,2955,Avant Garden East Village,NA
2,2956,Root & Bone,NA
2,2957,Cafe Mogador,NA
2,2958,Madame Vo,NA
2,2959,Avenue C,NA
2,2960,Empellon Al Pastor,NA
2,2961,MáLà Project,NA
2,2963,Caracas Arepa Bar,NA
2,2964,Han Dynasty,NA
2,2965,Plado Tasting Bar,NA
2,2967,Caravan Of Dreams,NA
2,2969,noreetuh,NA
2,2970,Momofuku Ko,NA
2,2971,Rosie's,NA
2,2972,Buenos Aires,NA
2,2974,Bobwhite Counter - Alphabet City,NA
2,2975,Lil' Frankie's,NA
2,2977,Papilles,NA
2,2978,Giano,NA
2,2981,Risotteria Melotti NYC,NA
2,2982,Hanoi House,NA
2,2983,graffiti,NA
2,2984,Pylos,NA
2,2985,Gnocco,NA
2,2986,Szechuan Mountain House,NA
2,2987,The Black Ant,NA
2,2988,Crif Dogs,NA
2,2989,Via Della Pace,NA
2,2991,Mama Fina’s NYC House of Filipino Sisig,NA
2,2993,Tuome,NA
2,2994,Maharlika,NA
2,2996,Feast,NA
2,2997,Boilery East Village,NA
2,3001,Balthazar,NA
2,3002,Blue Ribbon Brasserie,NA
2,3003,Raoul's,NA
2,3004,Sadelle's,NA
2,3005,Antique Garage Soho,NA
2,3006,Shuka,NA
2,3007,Charlie Bird,NA
2,3008,Aquagrill,NA
2,3009,Cocotte,NA
2,3011,The Dutch,NA
2,3012,Lure Fishbar,NA
2,3013,Piccola Cucina,NA
2,3014,Aurora Soho,NA
2,3016,Galli,NA
2,3017,San Carlo Osteria Piemonte,NA
2,3018,Blue Ribbon Sushi,NA
2,3019,Coco Pazzo,NA
2,3020,Fanelli’s Cafe,NA
2,3021,Emmett's,NA
2,3022,Bistro Les Amis,NA
2,3023,Lucky Strike,NA
2,3024,La Mercerie,NA
2,3025,Omen Azen,NA
2,3028,Raku,NA
2,3029,Le Coucou,NA
2,3030,Cupping Room Cafe,NA
2,3031,Piccola Cucina Estiatorio,NA
2,3032,Mamo,NA
2,3033,Pera Soho,NA
2,3034,12 Chairs Cafe,NA
2,3035,Le Botaniste,NA
2,3036,Lupe's East L.A. Kitchen,NA
2,3037,II Corallo Trattoria,NA
2,3038,west~bourne,NA
2,3039,The Mercer Kitchen,NA
2,3040,Altro Paradiso,NA
2,3041,Ed's Lobster Bar,NA
2,3042,King,NA
2,3043,Vin et Fleurs,NA
2,3044,Osteria Morini,NA
2,3045,Pi Bakerie,NA
2,3046,Black Tap,NA
2,3047,Pinch Chinese,NA
2,3048,Cipriani Downtown,NA
2,3049,Pepe Rosso To Go,NA
2,3050,St Tropez Soho,NA
2,3051,Ciccio,NA
2,3052,Nagomi,NA
2,3053,Il Mulino Prime,NA
2,3054,Altesi Downtown,NA
2,3055,Little Prince,NA
2,3056,Papatzul,NA
2,3057,Mooncake Foods,NA
2,3058,Calexico Cart,NA
2,3060,Soho Park,NA
2,3061,Epistrophy,NA
2,3064,Chefs Club NY,NA
2,3069,Uncle Boons,NA
2,3071,Emporio,NA
2,3073,Fiat Café,NA
2,3076,LuAnne's Wild Ginger,NA
2,3077,Little Rascal,NA
2,3079,Balzem,NA
2,3081,Uncle Boons Sister,NA
2,3082,Cafetal Social Club,NA
2,3083,Lighthouse Outpost,NA
2,3086,Rintintin,NA
2,3089,The Grey Dog,NA
2,3091,Zooba,NA
2,3092,Pietro Nolita,NA
2,3093,Lovely Day,NA
2,3094,Socarrat Paella Bar - Nolita,NA
2,3095,Taco Dumbo,NA
2,3096,noodlelove,NA
2,3097,Mikaku Sushi,NA
2,3098,Gran Tivoli Restaurant,NA
2,3099,Prince St. Pizza,NA
2,3101,Wayan,NA
2,3102,Café Habana,NA
2,3103,La Churreria,NA
2,3105,19 Cleveland - Telavivian cuisine,NA
2,3108,Habana To Go,NA
2,3109,Goemon Curry,NA
2,3110,Nom Wah Nolita,NA
2,3111,Thai Diner,NA
2,3112,Parisi Bakery,NA
2,3115,Ramen Lab,NA
2,3116,Despaña,NA
2,3117,Egg Shop,NA
2,3118,Mottsu,NA
2,3119,Pomodoro,NA
2,3121,Wildair,NA
2,3122,Dirt Candy,NA
2,3123,Cafe Katja,NA
2,3125,Trapizzino,NA
2,3126,Speedy Romeo,NA
2,3128,Yopparai,NA
2,3129,La Contenta,NA
2,3130,Barrio Chino,NA
2,3132,Contra,NA
2,3133,Dirty French,NA
2,3134,Pig and Khao,NA
2,3136,Ivan Ramen,NA
2,3137,Davelle,NA
2,3138,Russ & Daughters Cafe,NA
2,3139,Congee Village,NA
2,3140,Nakamura,NA
2,3142,Le French Diner,NA
2,3144,El Castillo de Jagua,NA
2,3145,Blue Ribbon Sushi Izakaya,NA
2,3147,Clinton St. Baking Company,NA
2,3148,Parish,NA
2,3150,Cervo's,NA
2,3151,Balvanera,NA
2,3152,Kuma Inn,NA
2,3153,Serafina,NA
2,3154,Biga NYC,NA
2,3156,Shabu Shabu Macoron,NA
2,3157,One More Thai,NA
2,3158,Kings County Imperial LES,NA
2,3159,Casa Adela,NA
2,3161,An Choi,NA
2,3163,Katz's Delicatessen,NA
2,3164,Tijuana Picnic,NA
2,3165,The MasalaWala,NA
2,3167,Dudley's,NA
2,3168,Una Pizza Napoletana,NA
2,3169,Taverna Di Bacco,NA
2,3170,Sweet Chick,NA
2,3171,"Jia NYC Beer, Wine & Sake Restaurant",NA
2,3172,Sauce,NA
2,3173,Beauty & Essex,NA
2,3174,Biggie's Cafe,NA
2,3176,Zum Schneider NYC,NA
2,3177,Niche,NA
2,3178,Gentleman Farmer,NA
2,3179,Char Sue,NA
2,3180,Cheeky Sandwiches,NA
2,3181,Il Cortile Restaurant,NA
2,3182,Aunt Jake's,NA
2,3183,Benito One,NA
2,3184,Paesano,NA
2,3185,Da Nico,NA
2,3186,Sapori d'Italia,NA
2,3188,Gelso & Grand,NA
2,3189,Puglia,NA
2,3190,Da Gennaro,NA
2,3191,La Mela,NA
2,3192,Angelo's,NA
2,3193,Margherita NYC,NA
2,3195,Tomiño Taberna Gallega,NA
2,3196,Il Piccolo Bufalo,NA
2,3197,Umbertos Clam House,NA
2,3198,C. Di Palo Wine Bar,NA
2,3199,Onieal's,NA
2,3200,Casa Bella,NA
2,3201,Bánh Mì Saigon,NA
2,3202,Ferrara Bakery & Cafe,NA
2,3205,Grotta Azzurra,NA
2,3207,Nyonya,NA
2,3208,Original Vincent's,NA
2,3209,Zia Maria Little Italy,NA
2,3210,La Nonna,NA
2,3211,Baz Bagel,NA
2,3212,Buona Notte,NA
2,3214,Lunella,NA
2,3215,Amici Ristorante,NA
2,3216,Luna Ristorante,NA
2,3217,Caffe Napoli,NA
2,3218,Pho Bang,NA
2,3219,Capri,NA
2,3220,PELLEGRINO'S MENU NOW BEING SERVED AT LA NONNA,NA
2,3223,Caffè Palermo,NA
2,3225,Tiny Shanghai,NA
2,3226,Manero's Pizza,NA
2,3227,La Bella,NA
2,3230,Saigon Vietnamese Sandwich Deli,NA
2,3231,Casa Bocado,NA
2,3232,Marcellino,NA
2,3234,Quan Sushi Grill,NA
2,3235,Troquet,NA
2,3242,Pepolino,NA
2,3243,Locanda Verde,NA
2,3244,Marc Forgione,NA
2,3245,The Greek,NA
2,3246,Little Park,NA
2,3247,Walker's,NA
2,3248,Tamarind Tribeca,NA
2,3250,Tribeca Grill,NA
2,3251,Bubby's,NA
2,3252,China Blue,NA
2,3254,Scalini Fedeli,NA
2,3255,Max,NA
2,3256,Tribeca's Kitchen,NA
2,3257,Edward's,NA
2,3258,Gigino Trattoria,NA
2,3259,Holy Ground,NA
2,3260,Bâtard,NA
2,3261,American Cut Steakhouse Tribeca,NA
2,3262,Terra,NA
2,3263,Tiny's & The Bar Upstairs,NA
2,3265,Khe-Yo,NA
2,3266,Saluggi's,NA
2,3267,Macao Trading Co,NA
2,3268,Gunbae,NA
2,3269,Tutto il Giorno,NA
2,3270,Racines NY,NA
2,3272,Savida,NA
2,3273,Smith & Mills,NA
2,3274,Frenchette,NA
2,3275,Nish Nush,NA
2,3276,Petrarca Cucina e Vino,NA
2,3277,Attraversa Tribeca,NA
2,3278,Añejo Tribeca,NA
2,3279,Zutto Japanese American Pub,NA
2,3280,Antique Garage,NA
2,3281,Distilled,NA
2,3283,Shigure,NA
2,3284,Serafina Tribeca,NA
2,3285,Thalassa,NA
2,3286,Sushi Azabu,NA
2,3287,Gotan TriBeCa,NA
2,3288,Jungsik,NA
2,3289,Mulberry & Vine,NA
2,3293,L'angolo,NA
2,3297,Il Mattone,NA
2,3298,Girello,NA
2,3299,Da Mikele By Luzzo's,NA
2,3300,Terroir,NA
2,3302,Great NY Noodletown,NA
2,3305,Joe's Shanghai,NA
